asset_id,asset_key,asset_version,asset_type,asset_layer,trait_code,trait_label_zh,facet_key,facet_slug,facet_label_zh,facet_role,facet_direction,module_key,section_key,slot_key,copy_role,reading_mode,title_zh,summary_zh,body_zh,short_body_zh,benefit_zh,cost_zh,common_misread_zh,action_zh,selection_priority,selection_specificity,fallback_allowed,render_surface,qa_status,ready_for_pilot,runtime_use,production_use_allowed,facet_support_inference_only,facet_support_item_count,facet_support_confidence,facet_support_not_independent_measurement,facet_support_requires_method_boundary,safety_tags,canonical_support
big5_facet_v0_1_o4_facet_high_reframe,big5_facet_v0_1_o4_facet_high_reframe,v0_1,facet_reframe,L5_facet_precision,O,开放性,O4,adventurousness,探索行动,facet_high_reframe,high,module_05_facet_reframe,facet_details,facet_details.o4.high_reframe,user_visible_body,standard|deep,探索行动偏高：优势、代价与常见误读,用于解释 O4 探索行动 大致观察什么。,当探索行动偏高时，通常表示更愿意走进陌生场景，用体验本身打开信息和机会。它的帮助在于：能增加外部输入，也更容易发现新的资源、关系和行动路径。它的代价在于：可能在节奏过快时低估准备和恢复成本。常见误读是：别人可能以为你只是爱新鲜，其实你是在通过进入获得真实信息。更好的使用方式不是把这个倾向当成身份结论，而是把它转成可调节的策略：给探索设定边界：时间、预算、退出条件和复盘问题。,用于解释 O4 探索行动 大致观察什么。,能增加外部输入，也更容易发现新的资源、关系和行动路径,可能在节奏过快时低估准备和恢复成本,别人可能以为你只是爱新鲜，其实你是在通过进入获得真实信息,给探索设定边界：时间、预算、退出条件和复盘问题,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,
big5_facet_v0_1_o4_facet_low_reframe,big5_facet_v0_1_o4_facet_low_reframe,v0_1,facet_reframe,L5_facet_precision,O,开放性,O4,adventurousness,探索行动,facet_low_reframe,low,module_05_facet_reframe,facet_details,facet_details.o4.low_reframe,user_visible_body,standard|deep,探索行动偏低：现实过滤下的开放,用于解释 O4 探索行动 大致观察什么。,当探索行动偏低时，通常表示更倾向先观察、确认安全和价值，再决定是否进入新场景。它的帮助在于：能减少无效试错，适合需要稳定推进和风险控制的任务。它的代价在于：可能因为进入门槛高而错过有用机会。常见误读是：别人可能以为你保守，其实你是在做现实过滤下的开放。更好的使用方式不是把低分看成缺陷，而是把它放回场景里校准：先做小范围试探，例如一次沟通、一个样本或一段短体验。,用于解释 O4 探索行动 大致观察什么。,能减少无效试错，适合需要稳定推进和风险控制的任务,可能因为进入门槛高而错过有用机会,别人可能以为你保守，其实你是在做现实过滤下的开放,先做小范围试探，例如一次沟通、一个样本或一段短体验,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,现实过滤下的开放
big5_facet_v0_1_o5_facet_glossary,big5_facet_v0_1_o5_facet_glossary,v0_1,facet_glossary,L5_facet_precision,O,开放性,O5,intellect,思辨兴趣,facet_glossary,glossary,module_05_facet_reframe,facet_details,facet_details.o5.glossary,user_visible_body,standard|deep,思辨兴趣：开放性的细部观察入口,用于解释 O5 思辨兴趣 大致观察什么。,思辨兴趣是开放性下面的一个细部入口，主要观察一个人是否喜欢分析概念、结构、逻辑和抽象问题。它不能单独决定一个人的性格，也不适合脱离五维和现实场景单独解读。更稳妥的用法，是把它看成一条解释线索：当新经验、复杂性与现实过滤出现变化时，这个细部会提示你哪一种反应更容易被调动。真正有价值的不是数字本身，而是它如何和同一维度的其他细部、当前环境与行动成本一起工作。 在结果页中，它应服务于facet_details里的解释与重构，而不是替代整体画像。,用于解释 O5 思辨兴趣 大致观察什么。,帮助用户把开放性从一个宽维度拆成更具体的观察线索。,如果脱离五维和现实场景单独使用，容易把一个细部误读成完整结论。,把思辨兴趣当成独立性格判断，而不是辅助解释线索。,阅读时先看它和同一维度其他细部是否一致，再决定是否进入反直觉重构。,50,45,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,
big5_facet_v0_1_o5_facet_high_reframe,big5_facet_v0_1_o5_facet_high_reframe,v0_1,facet_reframe,L5_facet_precision,O,开放性,O5,intellect,思辨兴趣,facet_high_reframe,high,module_05_facet_reframe,facet_details,facet_details.o5.high_reframe,user_visible_body,standard|deep,思辨兴趣偏高：优势、代价与常见误读,用于解释 O5 思辨兴趣 大致观察什么。,当思辨兴趣偏高时，通常表示更容易被复杂概念、模型和深层结构吸引，愿意多看一层原因。它的帮助在于：能让你在复杂问题里保留判断，不轻易接受粗糙答案。它的代价在于：可能在需要快速落地时继续追问，导致行动延后。常见误读是：别人可能以为你绕远，其实你是在寻找更可靠的解释框架。更好的使用方式不是把这个倾向当成身份结论，而是把它转成可调节的策略：把分析收束成一个下一步决定，不让理解本身替代行动。,用于解释 O5 思辨兴趣 大致观察什么。,能让你在复杂问题里保留判断，不轻易接受粗糙答案,可能在需要快速落地时继续追问，导致行动延后,别人可能以为你绕远，其实你是在寻找更可靠的解释框架,把分析收束成一个下一步决定，不让理解本身替代行动,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,现实过滤下的开放
big5_facet_v0_1_o5_facet_low_reframe,big5_facet_v0_1_o5_facet_low_reframe,v0_1,facet_reframe,L5_facet_precision,O,开放性,O5,intellect,思辨兴趣,facet_low_reframe,low,module_05_facet_reframe,facet_details,facet_details.o5.low_reframe,user_visible_body,standard|deep,思辨兴趣偏低：优势、代价与常见误读,用于解释 O5 思辨兴趣 大致观察什么。,当思辨兴趣偏低时，通常表示更偏向直接经验和实际效果，不太愿意长时间停留在抽象分析里。它的帮助在于：能更快切入行动，减少概念讨论带来的拖延。它的代价在于：可能低估复杂问题背后的结构原因，只处理表面症状。常见误读是：别人可能以为你不深想，其实你只是优先验证现实结果。更好的使用方式不是把低分看成缺陷，而是把它放回场景里校准：遇到重复问题时，补问一次“背后的结构是什么”，再动手处理。,用于解释 O5 思辨兴趣 大致观察什么。,能更快切入行动，减少概念讨论带来的拖延,可能低估复杂问题背后的结构原因，只处理表面症状,别人可能以为你不深想，其实你只是优先验证现实结果,遇到重复问题时，补问一次“背后的结构是什么”，再动手处理,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,
big5_facet_v0_1_o6_facet_glossary,big5_facet_v0_1_o6_facet_glossary,v0_1,facet_glossary,L5_facet_precision,O,开放性,O6,liberalism,价值开放,facet_glossary,glossary,module_05_facet_reframe,facet_details,facet_details.o6.glossary,user_visible_body,standard|deep,价值开放：开放性的细部观察入口,用于解释 O6 价值开放 大致观察什么。,价值开放是开放性下面的一个细部入口，主要观察一个人是否愿意重新审视规则、传统、权威和既有答案。它不能单独决定一个人的性格，也不适合脱离五维和现实场景单独解读。更稳妥的用法，是把它看成一条解释线索：当新经验、复杂性与现实过滤出现变化时，这个细部会提示你哪一种反应更容易被调动。真正有价值的不是数字本身，而是它如何和同一维度的其他细部、当前环境与行动成本一起工作。,用于解释 O6 价值开放 大致观察什么。,帮助用户把开放性从一个宽维度拆成更具体的观察线索。,如果脱离五维和现实场景单独使用，容易把一个细部误读成完整结论。,把价值开放当成独立性格判断，而不是辅助解释线索。,阅读时先看它和同一维度其他细部是否一致，再决定是否进入反直觉重构。,50,45,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,
big5_facet_v0_1_o6_facet_high_reframe,big5_facet_v0_1_o6_facet_high_reframe,v0_1,facet_reframe,L5_facet_precision,O,开放性,O6,liberalism,价值开放,facet_high_reframe,high,module_05_facet_reframe,facet_details,facet_details.o6.high_reframe,user_visible_body,standard|deep,价值开放偏高：优势、代价与常见误读,用于解释 O6 价值开放 大致观察什么。,当价值开放偏高时，通常表示更愿意质疑默认规则，重新检查某个答案是否仍然适合当下。它的帮助在于：能帮助你发现过时做法，也更容易为新路径留下空间。它的代价在于：可能在共识场景中显得不够顺从，甚至让别人感到被挑战。常见误读是：别人可能以为你反骨，其实你是在确认规则是否真的有效。更好的使用方式不是把这个倾向当成身份结论，而是把它转成可调节的策略：先说明你质疑的是做法，不是否定人或关系。,用于解释 O6 价值开放 大致观察什么。,能帮助你发现过时做法，也更容易为新路径留下空间,可能在共识场景中显得不够顺从，甚至让别人感到被挑战,别人可能以为你反骨，其实你是在确认规则是否真的有效,先说明你质疑的是做法，不是否定人或关系,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,
big5_facet_v0_1_o6_facet_low_reframe,big5_facet_v0_1_o6_facet_low_reframe,v0_1,facet_reframe,L5_facet_precision,O,开放性,O6,liberalism,价值开放,facet_low_reframe,low,module_05_facet_reframe,facet_details,facet_details.o6.low_reframe,user_visible_body,standard|deep,价值开放偏低：优势、代价与常见误读,用于解释 O6 价值开放 大致观察什么。,当价值开放偏低时，通常表示更愿意尊重已有规则和稳定路径，不会轻易推翻惯例。它的帮助在于：能减少团队的不确定性，适合维护秩序和连续性。它的代价在于：可能把已经失效的做法保留太久，错过更新窗口。常见误读是：别人可能以为你没有独立判断，其实你更看重系统稳定。更好的使用方式不是把低分看成缺陷，而是把它放回场景里校准：定期问：这条规则现在还解决问题吗，还是只是在维持惯性。,用于解释 O6 价值开放 大致观察什么。,能减少团队的不确定性，适合维护秩序和连续性,可能把已经失效的做法保留太久，错过更新窗口,别人可能以为你没有独立判断，其实你更看重系统稳定,定期问：这条规则现在还解决问题吗，还是只是在维持惯性,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,现实过滤下的开放
big5_facet_v0_1_c1_facet_glossary,big5_facet_v0_1_c1_facet_glossary,v0_1,facet_glossary,L5_facet_precision,C,尽责性,C1,self_efficacy,自我效能,facet_glossary,glossary,module_05_facet_reframe,facet_details,facet_details.c1.glossary,user_visible_body,standard|deep,自我效能：尽责性的细部观察入口,用于解释 C1 自我效能 大致观察什么。,自我效能是尽责性下面的一个细部入口，主要观察一个人是否相信自己能理解任务、处理问题并把事情推进到可见结果。它不能单独决定一个人的性格，也不适合脱离五维和现实场景单独解读。更稳妥的用法，是把它看成一条解释线索：当秩序、推进、责任与持续完成出现变化时，这个细部会提示你哪一种反应更容易被调动。真正有价值的不是数字本身，而是它如何和同一维度的其他细部、当前环境与行动成本一起工作。,用于解释 C1 自我效能 大致观察什么。,帮助用户把尽责性从一个宽维度拆成更具体的观察线索。,如果脱离五维和现实场景单独使用，容易把一个细部误读成完整结论。,把自我效能当成独立性格判断，而不是辅助解释线索。,阅读时先看它和同一维度其他细部是否一致，再决定是否进入反直觉重构。,50,45,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,
big5_facet_v0_1_c1_facet_high_reframe,big5_facet_v0_1_c1_facet_high_reframe,v0_1,facet_reframe,L5_facet_precision,C,尽责性,C1,self_efficacy,自我效能,facet_high_reframe,high,module_05_facet_reframe,facet_details,facet_details.c1.high_reframe,user_visible_body,standard|deep,自我效能偏高：不是没尽责，而是推进入口更依赖结构,用于解释 C1 自我效能 大致观察什么。,当自我效能偏高时，通常表示更容易相信自己能处理复杂任务，在关键处愿意承担和启动。它的帮助在于：能提升进入速度，也让别人更容易看到你的可靠性。它的代价在于：可能把能做当成应该做，承担过多成本。常见误读是：别人可能以为你天然轻松，其实你也需要边界和资源。更好的使用方式不是把这个倾向当成身份结论，而是把它转成可调节的策略：先确认责任范围，再决定投入深度。 在结果页中，它应服务于facet_details里的解释与重构，而不是替代整体画像。,用于解释 C1 自我效能 大致观察什么。,能提升进入速度，也让别人更容易看到你的可靠性,可能把能做当成应该做，承担过多成本,别人可能以为你天然轻松，其实你也需要边界和资源,先确认责任范围，再决定投入深度,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,自我效能|不是没尽责
big5_facet_v0_1_c1_facet_low_reframe,big5_facet_v0_1_c1_facet_low_reframe,v0_1,facet_reframe,L5_facet_precision,C,尽责性,C1,self_efficacy,自我效能,facet_low_reframe,low,module_05_facet_reframe,facet_details,facet_details.c1.low_reframe,user_visible_body,standard|deep,自我效能偏低：优势、代价与常见误读,用于解释 C1 自我效能 大致观察什么。,当自我效能偏低时，通常表示更容易在新任务前先感到不确定，需要更多外部结构和确认。它的帮助在于：能避免盲目接下超出资源的任务，更谨慎地评估条件。它的代价在于：可能因为低估自己而延迟启动或把判断交给别人。常见误读是：别人可能以为你没能力，其实你可能只是缺少启动证据。更好的使用方式不是把低分看成缺陷，而是把它放回场景里校准：从一个最小可完成步骤建立反馈，而不是等到完全有把握。,用于解释 C1 自我效能 大致观察什么。,能避免盲目接下超出资源的任务，更谨慎地评估条件,可能因为低估自己而延迟启动或把判断交给别人,别人可能以为你没能力，其实你可能只是缺少启动证据,从一个最小可完成步骤建立反馈，而不是等到完全有把握,78,82,False,result_page|pdf,draft,False,staging_only,False,True,3,medium,True,True,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|inference_only|not_independent_measurement|requires_method_boundary|no_percentile_as_primary_explanation,不是没尽责
