page_identity,source_path,destination,link_type,canonical_known,legacy_alias,status
openness,pages/domains/openness.en-US.md,https://www.pnas.org/doi/10.1073/pnas.2212794120,registered_external,true,false,PASS
openness,pages/domains/openness.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
openness,pages/domains/openness.en-US.md,https://pubmed.ncbi.nlm.nih.gov/27055049/,registered_external,true,false,PASS
openness,pages/domains/openness.en-US.md,https://www.pnas.org/doi/10.1073/pnas.2212794120,registered_external,true,false,PASS
openness,pages/domains/openness.en-US.md,https://ipip.ori.org/Finding_Scales_to_Measure_Particular_Constructs.htm,registered_external,true,false,PASS
openness,pages/domains/openness.en-US.md,/en/personality/big-five/openness-high,internal_canonical,true,false,PASS
openness,pages/domains/openness.en-US.md,/en/personality/big-five/openness-mid,internal_canonical,true,false,PASS
openness,pages/domains/openness.en-US.md,/en/personality/big-five/openness-low,internal_canonical,true,false,PASS
openness,pages/domains/openness.en-US.md,/en/personality/big-five/facets,internal_canonical,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,https://ipip.ori.org/Finding_Scales_to_Measure_Particular_Constructs.htm,registered_external,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,https://pubmed.ncbi.nlm.nih.gov/27055049/,registered_external,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,https://onlinelibrary.wiley.com/doi/10.1111/jopy.12683,registered_external,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,https://pubmed.ncbi.nlm.nih.gov/16435954/,registered_external,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,/en/personality/big-five/facets/competence,internal_canonical,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,/en/personality/big-five/facets/order,internal_canonical,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,/en/personality/big-five/facets/dutifulness,internal_canonical,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,/en/personality/big-five/facets/achievement-striving,internal_canonical,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,/en/personality/big-five/facets/self-discipline,internal_canonical,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,/en/personality/big-five/facets/deliberation,internal_canonical,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,/en/personality/big-five/conscientiousness-high,internal_canonical,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,/en/personality/big-five/conscientiousness-mid,internal_canonical,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,/en/personality/big-five/conscientiousness-low,internal_canonical,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,/en/personality/big-five,internal_canonical,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,/en/personality/big-five/facets,internal_canonical,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,https://onlinelibrary.wiley.com/doi/10.1111/jopy.12683,registered_external,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,https://pubmed.ncbi.nlm.nih.gov/16435954/,registered_external,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,https://pubmed.ncbi.nlm.nih.gov/27055049/,registered_external,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,https://pubmed.ncbi.nlm.nih.gov/16435954/,registered_external,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,https://onlinelibrary.wiley.com/doi/10.1111/jopy.12683,registered_external,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,https://ipip.ori.org/Finding_Scales_to_Measure_Particular_Constructs.htm,registered_external,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,/en/personality/big-five/conscientiousness-high,internal_canonical,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,/en/personality/big-five/conscientiousness-mid,internal_canonical,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,/en/personality/big-five/conscientiousness-low,internal_canonical,true,false,PASS
conscientiousness,pages/domains/conscientiousness.en-US.md,/en/personality/big-five/facets,internal_canonical,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,https://ipip.ori.org/Finding_Scales_to_Measure_Particular_Constructs.htm,registered_external,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,https://pubmed.ncbi.nlm.nih.gov/27055049/,registered_external,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,https://pubmed.ncbi.nlm.nih.gov/16435954/,registered_external,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,/en/personality/big-five/facets/warmth,internal_canonical,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,/en/personality/big-five/facets/gregariousness,internal_canonical,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,/en/personality/big-five/facets/assertiveness,internal_canonical,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,/en/personality/big-five/facets/activity,internal_canonical,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,/en/personality/big-five/facets/excitement-seeking,internal_canonical,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,/en/personality/big-five/facets/positive-emotions,internal_canonical,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,/en/personality/big-five/extraversion-high,internal_canonical,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,/en/personality/big-five/extraversion-mid,internal_canonical,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,/en/personality/big-five/extraversion-low,internal_canonical,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,/en/personality/big-five,internal_canonical,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,/en/personality/big-five/facets,internal_canonical,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,https://pubmed.ncbi.nlm.nih.gov/16435954/,registered_external,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,https://pubmed.ncbi.nlm.nih.gov/27055049/,registered_external,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,https://pubmed.ncbi.nlm.nih.gov/16435954/,registered_external,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,https://ipip.ori.org/Finding_Scales_to_Measure_Particular_Constructs.htm,registered_external,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,/en/personality/big-five/extraversion-high,internal_canonical,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,/en/personality/big-five/extraversion-mid,internal_canonical,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,/en/personality/big-five/extraversion-low,internal_canonical,true,false,PASS
extraversion,pages/domains/extraversion.en-US.md,/en/personality/big-five/facets,internal_canonical,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,https://ipip.ori.org/Finding_Scales_to_Measure_Particular_Constructs.htm,registered_external,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,https://pubmed.ncbi.nlm.nih.gov/27055049/,registered_external,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,/en/personality/big-five/facets/trust,internal_canonical,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,/en/personality/big-five/facets/straightforwardness,internal_canonical,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,/en/personality/big-five/facets/altruism,internal_canonical,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,/en/personality/big-five/facets/compliance,internal_canonical,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,/en/personality/big-five/facets/modesty,internal_canonical,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,/en/personality/big-five/facets/tender-mindedness,internal_canonical,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,/en/personality/big-five/agreeableness-high,internal_canonical,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,/en/personality/big-five/agreeableness-mid,internal_canonical,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,/en/personality/big-five/agreeableness-low,internal_canonical,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,/en/personality/big-five,internal_canonical,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,/en/personality/big-five/facets,internal_canonical,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,https://pubmed.ncbi.nlm.nih.gov/27055049/,registered_external,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,https://ipip.ori.org/Finding_Scales_to_Measure_Particular_Constructs.htm,registered_external,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,/en/personality/big-five/agreeableness-high,internal_canonical,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,/en/personality/big-five/agreeableness-mid,internal_canonical,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,/en/personality/big-five/agreeableness-low,internal_canonical,true,false,PASS
agreeableness,pages/domains/agreeableness.en-US.md,/en/personality/big-five/facets,internal_canonical,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,https://ipip.ori.org/Finding_Scales_to_Measure_Particular_Constructs.htm,registered_external,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,https://pubmed.ncbi.nlm.nih.gov/27055049/,registered_external,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,https://pubmed.ncbi.nlm.nih.gov/16435954/,registered_external,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,/en/personality/big-five/facets/anxiety,internal_canonical,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,/en/personality/big-five/facets/anger,internal_canonical,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,/en/personality/big-five/facets/depression,internal_canonical,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,/en/personality/big-five/facets/self-consciousness,internal_canonical,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,/en/personality/big-five/facets/impulsiveness,internal_canonical,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,/en/personality/big-five/facets/vulnerability,internal_canonical,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,/en/personality/big-five/neuroticism-high,internal_canonical,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,/en/personality/big-five/neuroticism-mid,internal_canonical,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,/en/personality/big-five/neuroticism-low,internal_canonical,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,/en/personality/big-five,internal_canonical,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,/en/personality/big-five/facets,internal_canonical,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,https://pubmed.ncbi.nlm.nih.gov/16435954/,registered_external,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,https://pubmed.ncbi.nlm.nih.gov/27055049/,registered_external,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,https://pubmed.ncbi.nlm.nih.gov/16435954/,registered_external,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,https://ipip.ori.org/Finding_Scales_to_Measure_Particular_Constructs.htm,registered_external,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,/en/personality/big-five/neuroticism-high,internal_canonical,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,/en/personality/big-five/neuroticism-mid,internal_canonical,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,/en/personality/big-five/neuroticism-low,internal_canonical,true,false,PASS
neuroticism,pages/domains/neuroticism.en-US.md,/en/personality/big-five/facets,internal_canonical,true,false,PASS
openness-high,pages/ranges/openness-high.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
openness-high,pages/ranges/openness-high.en-US.md,https://pubmed.ncbi.nlm.nih.gov/16435954/,registered_external,true,false,PASS
openness-high,pages/ranges/openness-high.en-US.md,/en/personality/big-five/openness,internal_canonical,true,false,PASS
openness-high,pages/ranges/openness-high.en-US.md,/en/personality/big-five/openness-mid,internal_canonical,true,false,PASS
openness-high,pages/ranges/openness-high.en-US.md,/en/personality/big-five/openness-low,internal_canonical,true,false,PASS
openness-high,pages/ranges/openness-high.en-US.md,https://pubmed.ncbi.nlm.nih.gov/16435954/,registered_external,true,false,PASS
openness-high,pages/ranges/openness-high.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
openness-high,pages/ranges/openness-high.en-US.md,https://pubmed.ncbi.nlm.nih.gov/16435954/,registered_external,true,false,PASS
openness-high,pages/ranges/openness-high.en-US.md,/en/personality/big-five/openness,internal_canonical,true,false,PASS
openness-high,pages/ranges/openness-high.en-US.md,/en/personality/big-five/openness-mid,internal_canonical,true,false,PASS
openness-high,pages/ranges/openness-high.en-US.md,/en/personality/big-five/openness-low,internal_canonical,true,false,PASS
openness-high,pages/ranges/openness-high.en-US.md,/en/personality/big-five/facets,internal_canonical,true,false,PASS
openness-mid,pages/ranges/openness-mid.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
openness-mid,pages/ranges/openness-mid.en-US.md,/en/personality/big-five/openness-high,internal_canonical,true,false,PASS
openness-mid,pages/ranges/openness-mid.en-US.md,/en/personality/big-five/openness-low,internal_canonical,true,false,PASS
openness-mid,pages/ranges/openness-mid.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
openness-mid,pages/ranges/openness-mid.en-US.md,/en/personality/big-five/openness,internal_canonical,true,false,PASS
openness-mid,pages/ranges/openness-mid.en-US.md,/en/personality/big-five/openness-high,internal_canonical,true,false,PASS
openness-mid,pages/ranges/openness-mid.en-US.md,/en/personality/big-five/openness-low,internal_canonical,true,false,PASS
openness-mid,pages/ranges/openness-mid.en-US.md,/en/personality/big-five/facets,internal_canonical,true,false,PASS
openness-low,pages/ranges/openness-low.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
openness-low,pages/ranges/openness-low.en-US.md,/en/personality/big-five/openness-mid,internal_canonical,true,false,PASS
openness-low,pages/ranges/openness-low.en-US.md,/en/personality/big-five/openness-high,internal_canonical,true,false,PASS
openness-low,pages/ranges/openness-low.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
openness-low,pages/ranges/openness-low.en-US.md,/en/personality/big-five/openness,internal_canonical,true,false,PASS
openness-low,pages/ranges/openness-low.en-US.md,/en/personality/big-five/openness-high,internal_canonical,true,false,PASS
openness-low,pages/ranges/openness-low.en-US.md,/en/personality/big-five/openness-mid,internal_canonical,true,false,PASS
openness-low,pages/ranges/openness-low.en-US.md,/en/personality/big-five/facets,internal_canonical,true,false,PASS
conscientiousness-high,pages/ranges/conscientiousness-high.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
conscientiousness-high,pages/ranges/conscientiousness-high.en-US.md,/en/personality/big-five/conscientiousness,internal_canonical,true,false,PASS
conscientiousness-high,pages/ranges/conscientiousness-high.en-US.md,/en/personality/big-five/conscientiousness-mid,internal_canonical,true,false,PASS
conscientiousness-high,pages/ranges/conscientiousness-high.en-US.md,/en/personality/big-five/conscientiousness-low,internal_canonical,true,false,PASS
conscientiousness-high,pages/ranges/conscientiousness-high.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
conscientiousness-high,pages/ranges/conscientiousness-high.en-US.md,/en/personality/big-five/conscientiousness,internal_canonical,true,false,PASS
conscientiousness-high,pages/ranges/conscientiousness-high.en-US.md,/en/personality/big-five/conscientiousness-mid,internal_canonical,true,false,PASS
conscientiousness-high,pages/ranges/conscientiousness-high.en-US.md,/en/personality/big-five/conscientiousness-low,internal_canonical,true,false,PASS
conscientiousness-high,pages/ranges/conscientiousness-high.en-US.md,/en/personality/big-five/facets,internal_canonical,true,false,PASS
conscientiousness-mid,pages/ranges/conscientiousness-mid.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
conscientiousness-mid,pages/ranges/conscientiousness-mid.en-US.md,/en/personality/big-five/conscientiousness-high,internal_canonical,true,false,PASS
conscientiousness-mid,pages/ranges/conscientiousness-mid.en-US.md,/en/personality/big-five/conscientiousness-low,internal_canonical,true,false,PASS
conscientiousness-mid,pages/ranges/conscientiousness-mid.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
conscientiousness-mid,pages/ranges/conscientiousness-mid.en-US.md,/en/personality/big-five/conscientiousness,internal_canonical,true,false,PASS
conscientiousness-mid,pages/ranges/conscientiousness-mid.en-US.md,/en/personality/big-five/conscientiousness-high,internal_canonical,true,false,PASS
conscientiousness-mid,pages/ranges/conscientiousness-mid.en-US.md,/en/personality/big-five/conscientiousness-low,internal_canonical,true,false,PASS
conscientiousness-mid,pages/ranges/conscientiousness-mid.en-US.md,/en/personality/big-five/facets,internal_canonical,true,false,PASS
conscientiousness-low,pages/ranges/conscientiousness-low.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
conscientiousness-low,pages/ranges/conscientiousness-low.en-US.md,/en/personality/big-five/conscientiousness-mid,internal_canonical,true,false,PASS
conscientiousness-low,pages/ranges/conscientiousness-low.en-US.md,/en/personality/big-five/conscientiousness-high,internal_canonical,true,false,PASS
conscientiousness-low,pages/ranges/conscientiousness-low.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
conscientiousness-low,pages/ranges/conscientiousness-low.en-US.md,/en/personality/big-five/conscientiousness,internal_canonical,true,false,PASS
conscientiousness-low,pages/ranges/conscientiousness-low.en-US.md,/en/personality/big-five/conscientiousness-high,internal_canonical,true,false,PASS
conscientiousness-low,pages/ranges/conscientiousness-low.en-US.md,/en/personality/big-five/conscientiousness-mid,internal_canonical,true,false,PASS
conscientiousness-low,pages/ranges/conscientiousness-low.en-US.md,/en/personality/big-five/facets,internal_canonical,true,false,PASS
extraversion-high,pages/ranges/extraversion-high.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
extraversion-high,pages/ranges/extraversion-high.en-US.md,/en/personality/big-five/extraversion-mid,internal_canonical,true,false,PASS
extraversion-high,pages/ranges/extraversion-high.en-US.md,/en/personality/big-five/extraversion-low,internal_canonical,true,false,PASS
extraversion-high,pages/ranges/extraversion-high.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
extraversion-high,pages/ranges/extraversion-high.en-US.md,/en/personality/big-five/extraversion,internal_canonical,true,false,PASS
extraversion-high,pages/ranges/extraversion-high.en-US.md,/en/personality/big-five/extraversion-high,internal_canonical,true,false,PASS
extraversion-high,pages/ranges/extraversion-high.en-US.md,/en/personality/big-five/extraversion-mid,internal_canonical,true,false,PASS
extraversion-high,pages/ranges/extraversion-high.en-US.md,/en/personality/big-five/extraversion-low,internal_canonical,true,false,PASS
extraversion-high,pages/ranges/extraversion-high.en-US.md,/en/personality/big-five/facets,internal_canonical,true,false,PASS
extraversion-mid,pages/ranges/extraversion-mid.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
extraversion-mid,pages/ranges/extraversion-mid.en-US.md,/en/personality/big-five/extraversion-high,internal_canonical,true,false,PASS
extraversion-mid,pages/ranges/extraversion-mid.en-US.md,/en/personality/big-five/extraversion-low,internal_canonical,true,false,PASS
extraversion-mid,pages/ranges/extraversion-mid.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
extraversion-mid,pages/ranges/extraversion-mid.en-US.md,/en/personality/big-five/extraversion,internal_canonical,true,false,PASS
extraversion-mid,pages/ranges/extraversion-mid.en-US.md,/en/personality/big-five/extraversion-high,internal_canonical,true,false,PASS
extraversion-mid,pages/ranges/extraversion-mid.en-US.md,/en/personality/big-five/extraversion-mid,internal_canonical,true,false,PASS
extraversion-mid,pages/ranges/extraversion-mid.en-US.md,/en/personality/big-five/extraversion-low,internal_canonical,true,false,PASS
extraversion-mid,pages/ranges/extraversion-mid.en-US.md,/en/personality/big-five/facets,internal_canonical,true,false,PASS
extraversion-low,pages/ranges/extraversion-low.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
extraversion-low,pages/ranges/extraversion-low.en-US.md,/en/personality/big-five/extraversion-mid,internal_canonical,true,false,PASS
extraversion-low,pages/ranges/extraversion-low.en-US.md,/en/personality/big-five/extraversion-high,internal_canonical,true,false,PASS
extraversion-low,pages/ranges/extraversion-low.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
extraversion-low,pages/ranges/extraversion-low.en-US.md,/en/personality/big-five/extraversion,internal_canonical,true,false,PASS
extraversion-low,pages/ranges/extraversion-low.en-US.md,/en/personality/big-five/extraversion-high,internal_canonical,true,false,PASS
extraversion-low,pages/ranges/extraversion-low.en-US.md,/en/personality/big-five/extraversion-mid,internal_canonical,true,false,PASS
extraversion-low,pages/ranges/extraversion-low.en-US.md,/en/personality/big-five/extraversion-low,internal_canonical,true,false,PASS
extraversion-low,pages/ranges/extraversion-low.en-US.md,/en/personality/big-five/facets,internal_canonical,true,false,PASS
agreeableness-high,pages/ranges/agreeableness-high.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
agreeableness-high,pages/ranges/agreeableness-high.en-US.md,/en/personality/big-five/agreeableness-mid,internal_canonical,true,false,PASS
agreeableness-high,pages/ranges/agreeableness-high.en-US.md,/en/personality/big-five/agreeableness-low,internal_canonical,true,false,PASS
agreeableness-high,pages/ranges/agreeableness-high.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
agreeableness-high,pages/ranges/agreeableness-high.en-US.md,/en/personality/big-five/agreeableness,internal_canonical,true,false,PASS
agreeableness-high,pages/ranges/agreeableness-high.en-US.md,/en/personality/big-five/agreeableness-high,internal_canonical,true,false,PASS
agreeableness-high,pages/ranges/agreeableness-high.en-US.md,/en/personality/big-five/agreeableness-mid,internal_canonical,true,false,PASS
agreeableness-high,pages/ranges/agreeableness-high.en-US.md,/en/personality/big-five/agreeableness-low,internal_canonical,true,false,PASS
agreeableness-high,pages/ranges/agreeableness-high.en-US.md,/en/personality/big-five/facets,internal_canonical,true,false,PASS
agreeableness-mid,pages/ranges/agreeableness-mid.en-US.md,https://pubmed.ncbi.nlm.nih.gov/2283588/,registered_external,true,false,PASS
