asset_id,asset_key,asset_version,asset_type,asset_layer,profile_key,profile_label_zh,label_role_zh,not_fixed_type,scenario,scenario_label_zh,scenario_role,internal_combination_key,profile_axis_zh,module_key,section_key,slot_key,copy_role,reading_mode,title_zh,summary_zh,body_zh,short_body_zh,benefit_zh,cost_zh,common_misread_zh,action_zh,repair_zh,dedupe_group,selection_priority,selection_specificity,fallback_allowed,render_surface,qa_status,ready_for_pilot,runtime_use,production_use_allowed
b5_content_5_vigilant_perfectionist__workplace__scenario_misread_and_repair_v0_1,b5_content_5_vigilant_perfectionist__workplace__scenario_misread_and_repair_v0_1,v0.1,scenario_action,L6_scenario_action,vigilant_perfectionist,戒备型完美主义者,辅助理解标签,True,workplace,工作场景,scenario_misread_and_repair,O3_C5_E3_A3_N5,高尽责 × 高情绪,module_06_application_matrix,action_plan,scenario.workplace.misread_and_repair,user_visible_body,quick|standard|deep,戒备型完美主义者｜工作场景：误读与修复,将高尽责 × 高情绪转译为工作场景中的可执行观察和行动。,这个画像在工作场景里最容易被误读的地方，是别人只看见你的外在反应，却没看见背后的强责任和强预警同时运行。你自己也可能把过度监控、过度承担与难以真正放下误会成能力问题或性格缺陷。修复方式是把解释拆小：先说明当前事实，再说明你需要怎样的节奏、反馈或边界，最后给出一个可以共同执行的下一步。若对方暂时无法理解，也不要把完整压力细节全部外放；保留 share-safe 摘要，并把后续沟通限定在具体请求上。,工作场景｜误读与修复：围绕高尽责 × 高情绪做低风险使用。,帮助你把质量把关、风险前置和责任闭环转成工作场景里的可见价值。,代价是过度监控、过度承担与难以真正放下可能在任务、汇报、协作、目标、执行、反馈中被放大。,常见误读是把戒备型完美主义者当成固定身份，或只看见外在行为而忽略场景触发。,把任务拆成可见节点：先确认目标、交付标准和下一次反馈时间，再进入执行。,如果被误读，先声明这只是辅助理解标签，再把需求落到一个具体请求。,scenario_action.vigilant_perfectionist.workplace.scenario_misread_and_repair,86,78,False,result_page|pdf,draft_for_asset_review,False,staging_only,False
b5_content_5_vigilant_perfectionist__relationships__scenario_core_pattern_v0_1,b5_content_5_vigilant_perfectionist__relationships__scenario_core_pattern_v0_1,v0.1,scenario_action,L6_scenario_action,vigilant_perfectionist,戒备型完美主义者,辅助理解标签,True,relationships,关系场景,scenario_core_pattern,O3_C5_E3_A3_N5,高尽责 × 高情绪,module_06_application_matrix,action_plan,scenario.relationships.core_pattern,user_visible_body,quick|standard|deep,戒备型完美主义者｜关系场景：核心表现方式,将高尽责 × 高情绪转译为关系场景中的可执行观察和行动。,在关系场景里，戒备型完美主义者这个辅助标签主要提示一种进入方式：强责任和强预警同时运行。你通常不是先被单一分数驱动，而是被高尽责 × 高情绪这组结构影响；当边界表达、误解修复、情绪承接和关系节奏变得清楚时，质量把关、风险前置和责任闭环更容易被调动。如果场景开始接近责任无限上收、目标不清却要求零失误的场景，你也更容易把能量用在防守、观望或过度承担上。使用时要把它放回具体场景，只看当下最稳定的反应，不把标签当成身份归类。,关系场景｜核心表现方式：围绕高尽责 × 高情绪做低风险使用。,帮助你把质量把关、风险前置和责任闭环转成关系场景里的可见价值。,代价是过度监控、过度承担与难以真正放下可能在亲密关系、朋友、家庭、边界表达、误解修复中被放大。,常见误读是把戒备型完美主义者当成固定身份，或只看见外在行为而忽略场景触发。,先用低压句式表达边界或需要，避免等到耗尽后才一次性拉开距离。,如果被误读，先声明这只是辅助理解标签，再把需求落到一个具体请求。,scenario_action.vigilant_perfectionist.relationships.scenario_core_pattern,92,82,False,result_page|pdf,draft_for_asset_review,False,staging_only,False
b5_content_5_vigilant_perfectionist__relationships__scenario_strength_and_risk_v0_1,b5_content_5_vigilant_perfectionist__relationships__scenario_strength_and_risk_v0_1,v0.1,scenario_action,L6_scenario_action,vigilant_perfectionist,戒备型完美主义者,辅助理解标签,True,relationships,关系场景,scenario_strength_and_risk,O3_C5_E3_A3_N5,高尽责 × 高情绪,module_06_application_matrix,action_plan,scenario.relationships.strength_and_risk,user_visible_body,quick|standard|deep,戒备型完美主义者｜关系场景：优势与风险,将高尽责 × 高情绪转译为关系场景中的可执行观察和行动。,这个画像在关系场景中的优势，是能把质量把关、风险前置和责任闭环带进真实互动：你更容易看见哪里值得投入、哪里需要先校准。代价是，过度监控、过度承担与难以真正放下会在亲密关系、朋友、家庭、边界表达、误解修复里被放大，尤其当反馈不足、边界不清或节奏过快时。更稳的做法不是压掉这套反应，而是把它拆成可讨论的信号：先说清事实，再说需要，最后再决定是否继续投入。这样能保留优势，也避免把场景压力误读成整个人的固定问题。,关系场景｜优势与风险：围绕高尽责 × 高情绪做低风险使用。,帮助你把质量把关、风险前置和责任闭环转成关系场景里的可见价值。,代价是过度监控、过度承担与难以真正放下可能在亲密关系、朋友、家庭、边界表达、误解修复中被放大。,常见误读是把戒备型完美主义者当成固定身份，或只看见外在行为而忽略场景触发。,先用低压句式表达边界或需要，避免等到耗尽后才一次性拉开距离。,如果被误读，先声明这只是辅助理解标签，再把需求落到一个具体请求。,scenario_action.vigilant_perfectionist.relationships.scenario_strength_and_risk,88,80,False,result_page|pdf,draft_for_asset_review,False,staging_only,False
b5_content_5_vigilant_perfectionist__relationships__scenario_action_protocol_v0_1,b5_content_5_vigilant_perfectionist__relationships__scenario_action_protocol_v0_1,v0.1,scenario_action,L6_scenario_action,vigilant_perfectionist,戒备型完美主义者,辅助理解标签,True,relationships,关系场景,scenario_action_protocol,O3_C5_E3_A3_N5,高尽责 × 高情绪,module_06_application_matrix,action_plan,scenario.relationships.action_protocol,user_visible_body,quick|standard|deep,戒备型完美主义者｜关系场景：行动协议,将高尽责 × 高情绪转译为关系场景中的可执行观察和行动。,在关系场景里，建议采用低风险行动协议：先用低压句式表达边界或需要，避免等到耗尽后才一次性拉开距离。这一步的目标不是改变人格，也不是证明你必须变成另一种人，而是给把预警变成可校准的检查点，而不是全天候警报一个更小、更可执行的入口。先选择一个可在两天内完成的动作，再用一周观察它是否降低消耗或提高可见度。动作越小越容易复盘，也越不容易把行动建议变成新的压力来源；先保留一次观察记录，再决定是否扩大。,关系场景｜行动协议：围绕高尽责 × 高情绪做低风险使用。,帮助你把质量把关、风险前置和责任闭环转成关系场景里的可见价值。,代价是过度监控、过度承担与难以真正放下可能在亲密关系、朋友、家庭、边界表达、误解修复中被放大。,常见误读是把戒备型完美主义者当成固定身份，或只看见外在行为而忽略场景触发。,先用低压句式表达边界或需要，避免等到耗尽后才一次性拉开距离。,如果被误读，先声明这只是辅助理解标签，再把需求落到一个具体请求。,scenario_action.vigilant_perfectionist.relationships.scenario_action_protocol,94,84,False,result_page|pdf,draft_for_asset_review,False,staging_only,False
b5_content_5_vigilant_perfectionist__relationships__scenario_misread_and_repair_v0_1,b5_content_5_vigilant_perfectionist__relationships__scenario_misread_and_repair_v0_1,v0.1,scenario_action,L6_scenario_action,vigilant_perfectionist,戒备型完美主义者,辅助理解标签,True,relationships,关系场景,scenario_misread_and_repair,O3_C5_E3_A3_N5,高尽责 × 高情绪,module_06_application_matrix,action_plan,scenario.relationships.misread_and_repair,user_visible_body,quick|standard|deep,戒备型完美主义者｜关系场景：误读与修复,将高尽责 × 高情绪转译为关系场景中的可执行观察和行动。,这个画像在关系场景里最容易被误读的地方，是别人只看见你的外在反应，却没看见背后的强责任和强预警同时运行。你自己也可能把过度监控、过度承担与难以真正放下误会成能力问题或性格缺陷。修复方式是把解释拆小：先说明当前事实，再说明你需要怎样的节奏、反馈或边界，最后给出一个可以共同执行的下一步。若对方暂时无法理解，也不要把完整压力细节全部外放；保留 share-safe 摘要，并把后续沟通限定在具体请求上。,关系场景｜误读与修复：围绕高尽责 × 高情绪做低风险使用。,帮助你把质量把关、风险前置和责任闭环转成关系场景里的可见价值。,代价是过度监控、过度承担与难以真正放下可能在亲密关系、朋友、家庭、边界表达、误解修复中被放大。,常见误读是把戒备型完美主义者当成固定身份，或只看见外在行为而忽略场景触发。,先用低压句式表达边界或需要，避免等到耗尽后才一次性拉开距离。,如果被误读，先声明这只是辅助理解标签，再把需求落到一个具体请求。,scenario_action.vigilant_perfectionist.relationships.scenario_misread_and_repair,86,78,False,result_page|pdf,draft_for_asset_review,False,staging_only,False
b5_content_5_vigilant_perfectionist__stress_recovery__scenario_core_pattern_v0_1,b5_content_5_vigilant_perfectionist__stress_recovery__scenario_core_pattern_v0_1,v0.1,scenario_action,L6_scenario_action,vigilant_perfectionist,戒备型完美主义者,辅助理解标签,True,stress_recovery,压力与恢复,scenario_core_pattern,O3_C5_E3_A3_N5,高尽责 × 高情绪,module_06_application_matrix,action_plan,scenario.stress_recovery.core_pattern,user_visible_body,quick|standard|deep,戒备型完美主义者｜压力与恢复：核心表现方式,将高尽责 × 高情绪转译为压力与恢复中的可执行观察和行动。,在压力与恢复里，戒备型完美主义者这个辅助标签主要提示一种进入方式：强责任和强预警同时运行。你通常不是先被单一分数驱动，而是被高尽责 × 高情绪这组结构影响；当负荷命名、降刺激、恢复协议和过载预警变得清楚时，质量把关、风险前置和责任闭环更容易被调动。如果场景开始接近责任无限上收、目标不清却要求零失误的场景，你也更容易把能量用在防守、观望或过度承担上。使用时要把它放回具体场景，只看当下最稳定的反应，不把标签当成身份归类。,压力与恢复｜核心表现方式：围绕高尽责 × 高情绪做低风险使用。,帮助你把质量把关、风险前置和责任闭环转成压力与恢复里的可见价值。,代价是过度监控、过度承担与难以真正放下可能在高负荷、过载、拖延、内耗、恢复协议中被放大。,常见误读是把戒备型完美主义者当成固定身份，或只看见外在行为而忽略场景触发。,先给负荷命名，再减少刺激源；恢复不是奖励，而是让系统重新可用。,如果被误读，先声明这只是辅助理解标签，再把需求落到一个具体请求。,scenario_action.vigilant_perfectionist.stress_recovery.scenario_core_pattern,92,82,False,result_page|pdf,draft_for_asset_review,False,staging_only,False
b5_content_5_vigilant_perfectionist__stress_recovery__scenario_strength_and_risk_v0_1,b5_content_5_vigilant_perfectionist__stress_recovery__scenario_strength_and_risk_v0_1,v0.1,scenario_action,L6_scenario_action,vigilant_perfectionist,戒备型完美主义者,辅助理解标签,True,stress_recovery,压力与恢复,scenario_strength_and_risk,O3_C5_E3_A3_N5,高尽责 × 高情绪,module_06_application_matrix,action_plan,scenario.stress_recovery.strength_and_risk,user_visible_body,quick|standard|deep,戒备型完美主义者｜压力与恢复：优势与风险,将高尽责 × 高情绪转译为压力与恢复中的可执行观察和行动。,这个画像在压力与恢复中的优势，是能把质量把关、风险前置和责任闭环带进真实互动：你更容易看见哪里值得投入、哪里需要先校准。代价是，过度监控、过度承担与难以真正放下会在高负荷、过载、拖延、内耗、恢复协议里被放大，尤其当反馈不足、边界不清或节奏过快时。更稳的做法不是压掉这套反应，而是把它拆成可讨论的信号：先说清事实，再说需要，最后再决定是否继续投入。这样能保留优势，也避免把场景压力误读成整个人的固定问题。,压力与恢复｜优势与风险：围绕高尽责 × 高情绪做低风险使用。,帮助你把质量把关、风险前置和责任闭环转成压力与恢复里的可见价值。,代价是过度监控、过度承担与难以真正放下可能在高负荷、过载、拖延、内耗、恢复协议中被放大。,常见误读是把戒备型完美主义者当成固定身份，或只看见外在行为而忽略场景触发。,先给负荷命名，再减少刺激源；恢复不是奖励，而是让系统重新可用。,如果被误读，先声明这只是辅助理解标签，再把需求落到一个具体请求。,scenario_action.vigilant_perfectionist.stress_recovery.scenario_strength_and_risk,88,80,False,result_page|pdf,draft_for_asset_review,False,staging_only,False
b5_content_5_vigilant_perfectionist__stress_recovery__scenario_action_protocol_v0_1,b5_content_5_vigilant_perfectionist__stress_recovery__scenario_action_protocol_v0_1,v0.1,scenario_action,L6_scenario_action,vigilant_perfectionist,戒备型完美主义者,辅助理解标签,True,stress_recovery,压力与恢复,scenario_action_protocol,O3_C5_E3_A3_N5,高尽责 × 高情绪,module_06_application_matrix,action_plan,scenario.stress_recovery.action_protocol,user_visible_body,quick|standard|deep,戒备型完美主义者｜压力与恢复：行动协议,将高尽责 × 高情绪转译为压力与恢复中的可执行观察和行动。,在压力与恢复里，建议采用低风险行动协议：先给负荷命名，再减少刺激源；恢复不是奖励，而是让系统重新可用。这一步的目标不是改变人格，也不是证明你必须变成另一种人，而是给把预警变成可校准的检查点，而不是全天候警报一个更小、更可执行的入口。先选择一个可在两天内完成的动作，再用一周观察它是否降低消耗或提高可见度。动作越小越容易复盘，也越不容易把行动建议变成新的压力来源；先保留一次观察记录，再决定是否扩大。,压力与恢复｜行动协议：围绕高尽责 × 高情绪做低风险使用。,帮助你把质量把关、风险前置和责任闭环转成压力与恢复里的可见价值。,代价是过度监控、过度承担与难以真正放下可能在高负荷、过载、拖延、内耗、恢复协议中被放大。,常见误读是把戒备型完美主义者当成固定身份，或只看见外在行为而忽略场景触发。,先给负荷命名，再减少刺激源；恢复不是奖励，而是让系统重新可用。,如果被误读，先声明这只是辅助理解标签，再把需求落到一个具体请求。,scenario_action.vigilant_perfectionist.stress_recovery.scenario_action_protocol,94,84,False,result_page|pdf,draft_for_asset_review,False,staging_only,False
b5_content_5_vigilant_perfectionist__stress_recovery__scenario_misread_and_repair_v0_1,b5_content_5_vigilant_perfectionist__stress_recovery__scenario_misread_and_repair_v0_1,v0.1,scenario_action,L6_scenario_action,vigilant_perfectionist,戒备型完美主义者,辅助理解标签,True,stress_recovery,压力与恢复,scenario_misread_and_repair,O3_C5_E3_A3_N5,高尽责 × 高情绪,module_06_application_matrix,action_plan,scenario.stress_recovery.misread_and_repair,user_visible_body,quick|standard|deep,戒备型完美主义者｜压力与恢复：误读与修复,将高尽责 × 高情绪转译为压力与恢复中的可执行观察和行动。,这个画像在压力与恢复里最容易被误读的地方，是别人只看见你的外在反应，却没看见背后的强责任和强预警同时运行。你自己也可能把过度监控、过度承担与难以真正放下误会成能力问题或性格缺陷。修复方式是把解释拆小：先说明当前事实，再说明你需要怎样的节奏、反馈或边界，最后给出一个可以共同执行的下一步。若对方暂时无法理解，也不要把完整压力细节全部外放；保留 share-safe 摘要，并把后续沟通限定在具体请求上。,压力与恢复｜误读与修复：围绕高尽责 × 高情绪做低风险使用。,帮助你把质量把关、风险前置和责任闭环转成压力与恢复里的可见价值。,代价是过度监控、过度承担与难以真正放下可能在高负荷、过载、拖延、内耗、恢复协议中被放大。,常见误读是把戒备型完美主义者当成固定身份，或只看见外在行为而忽略场景触发。,先给负荷命名，再减少刺激源；恢复不是奖励，而是让系统重新可用。,如果被误读，先声明这只是辅助理解标签，再把需求落到一个具体请求。,scenario_action.vigilant_perfectionist.stress_recovery.scenario_misread_and_repair,86,78,False,result_page|pdf,draft_for_asset_review,False,staging_only,False
b5_content_5_vigilant_perfectionist__personal_growth__scenario_core_pattern_v0_1,b5_content_5_vigilant_perfectionist__personal_growth__scenario_core_pattern_v0_1,v0.1,scenario_action,L6_scenario_action,vigilant_perfectionist,戒备型完美主义者,辅助理解标签,True,personal_growth,个人成长,scenario_core_pattern,O3_C5_E3_A3_N5,高尽责 × 高情绪,module_06_application_matrix,action_plan,scenario.personal_growth.core_pattern,user_visible_body,quick|standard|deep,戒备型完美主义者｜个人成长：核心表现方式,将高尽责 × 高情绪转译为个人成长中的可执行观察和行动。,在个人成长里，戒备型完美主义者这个辅助标签主要提示一种进入方式：强责任和强预警同时运行。你通常不是先被单一分数驱动，而是被高尽责 × 高情绪这组结构影响；当30 / 60 / 90 天路径、自我观察、复测和节奏管理变得清楚时，质量把关、风险前置和责任闭环更容易被调动。如果场景开始接近责任无限上收、目标不清却要求零失误的场景，你也更容易把能量用在防守、观望或过度承担上。使用时要把它放回具体场景，只看当下最稳定的反应，不把标签当成身份归类。,个人成长｜核心表现方式：围绕高尽责 × 高情绪做低风险使用。,帮助你把质量把关、风险前置和责任闭环转成个人成长里的可见价值。,代价是过度监控、过度承担与难以真正放下可能在30 / 60 / 90 天路径、自我管理、复测、观察任务中被放大。,常见误读是把戒备型完美主义者当成固定身份，或只看见外在行为而忽略场景触发。,把改变拆成 30 / 60 / 90 天路径：先观察，再固定一个动作，最后复盘是否有效。,如果被误读，先声明这只是辅助理解标签，再把需求落到一个具体请求。,scenario_action.vigilant_perfectionist.personal_growth.scenario_core_pattern,92,82,False,result_page|pdf,draft_for_asset_review,False,staging_only,False
b5_content_5_vigilant_perfectionist__personal_growth__scenario_strength_and_risk_v0_1,b5_content_5_vigilant_perfectionist__personal_growth__scenario_strength_and_risk_v0_1,v0.1,scenario_action,L6_scenario_action,vigilant_perfectionist,戒备型完美主义者,辅助理解标签,True,personal_growth,个人成长,scenario_strength_and_risk,O3_C5_E3_A3_N5,高尽责 × 高情绪,module_06_application_matrix,action_plan,scenario.personal_growth.strength_and_risk,user_visible_body,quick|standard|deep,戒备型完美主义者｜个人成长：优势与风险,将高尽责 × 高情绪转译为个人成长中的可执行观察和行动。,这个画像在个人成长中的优势，是能把质量把关、风险前置和责任闭环带进真实互动：你更容易看见哪里值得投入、哪里需要先校准。代价是，过度监控、过度承担与难以真正放下会在30 / 60 / 90 天路径、自我管理、复测、观察任务里被放大，尤其当反馈不足、边界不清或节奏过快时。更稳的做法不是压掉这套反应，而是把它拆成可讨论的信号：先说清事实，再说需要，最后再决定是否继续投入。这样能保留优势，也避免把场景压力误读成整个人的固定问题。,个人成长｜优势与风险：围绕高尽责 × 高情绪做低风险使用。,帮助你把质量把关、风险前置和责任闭环转成个人成长里的可见价值。,代价是过度监控、过度承担与难以真正放下可能在30 / 60 / 90 天路径、自我管理、复测、观察任务中被放大。,常见误读是把戒备型完美主义者当成固定身份，或只看见外在行为而忽略场景触发。,把改变拆成 30 / 60 / 90 天路径：先观察，再固定一个动作，最后复盘是否有效。,如果被误读，先声明这只是辅助理解标签，再把需求落到一个具体请求。,scenario_action.vigilant_perfectionist.personal_growth.scenario_strength_and_risk,88,80,False,result_page|pdf,draft_for_asset_review,False,staging_only,False
b5_content_5_vigilant_perfectionist__personal_growth__scenario_action_protocol_v0_1,b5_content_5_vigilant_perfectionist__personal_growth__scenario_action_protocol_v0_1,v0.1,scenario_action,L6_scenario_action,vigilant_perfectionist,戒备型完美主义者,辅助理解标签,True,personal_growth,个人成长,scenario_action_protocol,O3_C5_E3_A3_N5,高尽责 × 高情绪,module_06_application_matrix,action_plan,scenario.personal_growth.action_protocol,user_visible_body,quick|standard|deep,戒备型完美主义者｜个人成长：行动协议,将高尽责 × 高情绪转译为个人成长中的可执行观察和行动。,在个人成长里，建议采用低风险行动协议：把改变拆成 30 / 60 / 90 天路径：先观察，再固定一个动作，最后复盘是否有效。这一步的目标不是改变人格，也不是证明你必须变成另一种人，而是给把预警变成可校准的检查点，而不是全天候警报一个更小、更可执行的入口。先选择一个可在两天内完成的动作，再用一周观察它是否降低消耗或提高可见度。动作越小越容易复盘，也越不容易把行动建议变成新的压力来源；先保留一次观察记录，再决定是否扩大。,个人成长｜行动协议：围绕高尽责 × 高情绪做低风险使用。,帮助你把质量把关、风险前置和责任闭环转成个人成长里的可见价值。,代价是过度监控、过度承担与难以真正放下可能在30 / 60 / 90 天路径、自我管理、复测、观察任务中被放大。,常见误读是把戒备型完美主义者当成固定身份，或只看见外在行为而忽略场景触发。,把改变拆成 30 / 60 / 90 天路径：先观察，再固定一个动作，最后复盘是否有效。,如果被误读，先声明这只是辅助理解标签，再把需求落到一个具体请求。,scenario_action.vigilant_perfectionist.personal_growth.scenario_action_protocol,94,84,False,result_page|pdf,draft_for_asset_review,False,staging_only,False
b5_content_5_vigilant_perfectionist__personal_growth__scenario_misread_and_repair_v0_1,b5_content_5_vigilant_perfectionist__personal_growth__scenario_misread_and_repair_v0_1,v0.1,scenario_action,L6_scenario_action,vigilant_perfectionist,戒备型完美主义者,辅助理解标签,True,personal_growth,个人成长,scenario_misread_and_repair,O3_C5_E3_A3_N5,高尽责 × 高情绪,module_06_application_matrix,action_plan,scenario.personal_growth.misread_and_repair,user_visible_body,quick|standard|deep,戒备型完美主义者｜个人成长：误读与修复,将高尽责 × 高情绪转译为个人成长中的可执行观察和行动。,这个画像在个人成长里最容易被误读的地方，是别人只看见你的外在反应，却没看见背后的强责任和强预警同时运行。你自己也可能把过度监控、过度承担与难以真正放下误会成能力问题或性格缺陷。修复方式是把解释拆小：先说明当前事实，再说明你需要怎样的节奏、反馈或边界，最后给出一个可以共同执行的下一步。若对方暂时无法理解，也不要把完整压力细节全部外放；保留 share-safe 摘要，并把后续沟通限定在具体请求上。,个人成长｜误读与修复：围绕高尽责 × 高情绪做低风险使用。,帮助你把质量把关、风险前置和责任闭环转成个人成长里的可见价值。,代价是过度监控、过度承担与难以真正放下可能在30 / 60 / 90 天路径、自我管理、复测、观察任务中被放大。,常见误读是把戒备型完美主义者当成固定身份，或只看见外在行为而忽略场景触发。,把改变拆成 30 / 60 / 90 天路径：先观察，再固定一个动作，最后复盘是否有效。,如果被误读，先声明这只是辅助理解标签，再把需求落到一个具体请求。,scenario_action.vigilant_perfectionist.personal_growth.scenario_misread_and_repair,86,78,False,result_page|pdf,draft_for_asset_review,False,staging_only,False
b5_content_5_vigilant_perfectionist__collaboration__scenario_core_pattern_v0_1,b5_content_5_vigilant_perfectionist__collaboration__scenario_core_pattern_v0_1,v0.1,scenario_action,L6_scenario_action,vigilant_perfectionist,戒备型完美主义者,辅助理解标签,True,collaboration,协作说明书,scenario_core_pattern,O3_C5_E3_A3_N5,高尽责 × 高情绪,module_07_collaboration_manual,action_plan,scenario.collaboration.core_pattern,user_visible_body,quick|standard|deep,戒备型完美主义者｜协作说明书：核心表现方式,将高尽责 × 高情绪转译为协作说明书中的可执行观察和行动。,在协作说明书里，戒备型完美主义者这个辅助标签主要提示一种进入方式：强责任和强预警同时运行。你通常不是先被单一分数驱动，而是被高尽责 × 高情绪这组结构影响；当沟通偏好、激发条件、协作消耗和团队共享说明变得清楚时，质量把关、风险前置和责任闭环更容易被调动。如果场景开始接近责任无限上收、目标不清却要求零失误的场景，你也更容易把能量用在防守、观望或过度承担上。使用时要把它放回具体场景，只看当下最稳定的反应，不把标签当成身份归类。,协作说明书｜核心表现方式：围绕高尽责 × 高情绪做低风险使用。,帮助你把质量把关、风险前置和责任闭环转成协作说明书里的可见价值。,代价是过度监控、过度承担与难以真正放下可能在如何沟通、什么会消耗我、如何激发我、团队共享中被放大。,常见误读是把戒备型完美主义者当成固定身份，或只看见外在行为而忽略场景触发。,把协作说明压缩成可分享的偏好：怎样沟通、怎样反馈、怎样避免无效消耗。,如果被误读，先声明这只是辅助理解标签，再把需求落到一个具体请求。,scenario_action.vigilant_perfectionist.collaboration.scenario_core_pattern,92,82,False,result_page|pdf|share_card,draft_for_asset_review,False,staging_only,False
b5_content_5_vigilant_perfectionist__collaboration__scenario_strength_and_risk_v0_1,b5_content_5_vigilant_perfectionist__collaboration__scenario_strength_and_risk_v0_1,v0.1,scenario_action,L6_scenario_action,vigilant_perfectionist,戒备型完美主义者,辅助理解标签,True,collaboration,协作说明书,scenario_strength_and_risk,O3_C5_E3_A3_N5,高尽责 × 高情绪,module_07_collaboration_manual,action_plan,scenario.collaboration.strength_and_risk,user_visible_body,quick|standard|deep,戒备型完美主义者｜协作说明书：优势与风险,将高尽责 × 高情绪转译为协作说明书中的可执行观察和行动。,这个画像在协作说明书中的优势，是能把质量把关、风险前置和责任闭环带进真实互动：你更容易看见哪里值得投入、哪里需要先校准。代价是，过度监控、过度承担与难以真正放下会在如何沟通、什么会消耗我、如何激发我、团队共享里被放大，尤其当反馈不足、边界不清或节奏过快时。更稳的做法不是压掉这套反应，而是把它拆成可讨论的信号：先说清事实，再说需要，最后再决定是否继续投入。这样能保留优势，也避免把场景压力误读成整个人的固定问题。,协作说明书｜优势与风险：围绕高尽责 × 高情绪做低风险使用。,帮助你把质量把关、风险前置和责任闭环转成协作说明书里的可见价值。,代价是过度监控、过度承担与难以真正放下可能在如何沟通、什么会消耗我、如何激发我、团队共享中被放大。,常见误读是把戒备型完美主义者当成固定身份，或只看见外在行为而忽略场景触发。,把协作说明压缩成可分享的偏好：怎样沟通、怎样反馈、怎样避免无效消耗。,如果被误读，先声明这只是辅助理解标签，再把需求落到一个具体请求。,scenario_action.vigilant_perfectionist.collaboration.scenario_strength_and_risk,88,80,False,result_page|pdf|share_card,draft_for_asset_review,False,staging_only,False
b5_content_5_vigilant_perfectionist__collaboration__scenario_action_protocol_v0_1,b5_content_5_vigilant_perfectionist__collaboration__scenario_action_protocol_v0_1,v0.1,scenario_action,L6_scenario_action,vigilant_perfectionist,戒备型完美主义者,辅助理解标签,True,collaboration,协作说明书,scenario_action_protocol,O3_C5_E3_A3_N5,高尽责 × 高情绪,module_07_collaboration_manual,action_plan,scenario.collaboration.action_protocol,user_visible_body,quick|standard|deep,戒备型完美主义者｜协作说明书：行动协议,将高尽责 × 高情绪转译为协作说明书中的可执行观察和行动。,在协作说明书里，建议采用低风险行动协议：把协作说明压缩成可分享的偏好：怎样沟通、怎样反馈、怎样避免无效消耗。这一步的目标不是改变人格，也不是证明你必须变成另一种人，而是给把预警变成可校准的检查点，而不是全天候警报一个更小、更可执行的入口。先选择一个可在两天内完成的动作，再用一周观察它是否降低消耗或提高可见度。动作越小越容易复盘，也越不容易把行动建议变成新的压力来源；先保留一次观察记录，再决定是否扩大。,协作说明书｜行动协议：围绕高尽责 × 高情绪做低风险使用。,帮助你把质量把关、风险前置和责任闭环转成协作说明书里的可见价值。,代价是过度监控、过度承担与难以真正放下可能在如何沟通、什么会消耗我、如何激发我、团队共享中被放大。,常见误读是把戒备型完美主义者当成固定身份，或只看见外在行为而忽略场景触发。,把协作说明压缩成可分享的偏好：怎样沟通、怎样反馈、怎样避免无效消耗。,如果被误读，先声明这只是辅助理解标签，再把需求落到一个具体请求。,scenario_action.vigilant_perfectionist.collaboration.scenario_action_protocol,94,84,False,result_page|pdf|share_card,draft_for_asset_review,False,staging_only,False
b5_content_5_vigilant_perfectionist__collaboration__scenario_misread_and_repair_v0_1,b5_content_5_vigilant_perfectionist__collaboration__scenario_misread_and_repair_v0_1,v0.1,scenario_action,L6_scenario_action,vigilant_perfectionist,戒备型完美主义者,辅助理解标签,True,collaboration,协作说明书,scenario_misread_and_repair,O3_C5_E3_A3_N5,高尽责 × 高情绪,module_07_collaboration_manual,action_plan,scenario.collaboration.misread_and_repair,user_visible_body,quick|standard|deep,戒备型完美主义者｜协作说明书：误读与修复,将高尽责 × 高情绪转译为协作说明书中的可执行观察和行动。,这个画像在协作说明书里最容易被误读的地方，是别人只看见你的外在反应，却没看见背后的强责任和强预警同时运行。你自己也可能把过度监控、过度承担与难以真正放下误会成能力问题或性格缺陷。修复方式是把解释拆小：先说明当前事实，再说明你需要怎样的节奏、反馈或边界，最后给出一个可以共同执行的下一步。若对方暂时无法理解，也不要把完整压力细节全部外放；保留 share-safe 摘要，并把后续沟通限定在具体请求上。,协作说明书｜误读与修复：围绕高尽责 × 高情绪做低风险使用。,帮助你把质量把关、风险前置和责任闭环转成协作说明书里的可见价值。,代价是过度监控、过度承担与难以真正放下可能在如何沟通、什么会消耗我、如何激发我、团队共享中被放大。,常见误读是把戒备型完美主义者当成固定身份，或只看见外在行为而忽略场景触发。,把协作说明压缩成可分享的偏好：怎样沟通、怎样反馈、怎样避免无效消耗。,如果被误读，先声明这只是辅助理解标签，再把需求落到一个具体请求。,scenario_action.vigilant_perfectionist.collaboration.scenario_misread_and_repair,86,78,False,result_page|pdf|share_card,draft_for_asset_review,False,staging_only,False
