id,block,risk,issue_type,layer,file_path,line,asset_id,selector_id,slot_key,registry_key,field,evidence,recommended_fix
B5-DOMAIN_BANDS-0011,domain_bands,P1,overprescriptive_action,content_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/content_asset_candidates.jsonl,8,candidate_content_domain_bands_content_thickening_c_mid_v0_1,,domain_deep_dive.C.mid,,cta_zh,把任务分成“必须稳定推进”和“可以灵活处理”两类。,"Action advice should be low-risk, optional, and non-prescriptive."
B5-DOMAIN_BANDS-0012,domain_bands,P1,overprescriptive_action,content_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/content_asset_candidates.jsonl,9,candidate_content_domain_bands_content_thickening_c_high_v0_1,,domain_deep_dive.C.high,,body_zh,尽责性偏高时，计划、责任和质量很容易进入你的判断中心。学习上，你可能愿意提前安排复习；工作中，你重视交付标准、流程和承诺；关系里，你也会在意别人是否可靠、是否说到做到。优势是稳、可信、能把复杂任务推进到结束。摩擦在于，你...,"Action advice should be low-risk, optional, and non-prescriptive."
B5-DOMAIN_BANDS-0013,domain_bands,P1,overprescriptive_action,content_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/content_asset_candidates.jsonl,13,candidate_content_domain_bands_content_thickening_e_mid_v0_1,,domain_deep_dive.E.mid,,body_zh,外倾性处在中间区间时，你可能在不同场景里很不一样。遇到熟悉的人、感兴趣的话题或清楚目标，你可以活跃表达；进入陌生、嘈杂或没有重点的场合，又可能很快感到疲惫。学习和工作中，你适合在独立思考和讨论反馈之间来回切换。优势是适应...,"Action advice should be low-risk, optional, and non-prescriptive."
B5-DOMAIN_BANDS-0014,domain_bands,P1,overprescriptive_action,content_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/content_asset_candidates.jsonl,20,candidate_content_domain_bands_content_thickening_a_very_high_v0_1,,domain_deep_dive.A.very_high,,body_zh,宜人性明显偏高时，你很容易先感受到他人的需要、尴尬、压力或期待。你可能在团队里主动协调，在关系里愿意退一步，在冲突中先寻找缓和方式。优势是亲和、可靠、能让人放下戒备。代价是你可能太快承担别人的情绪和任务，把“被需要”误当...,"Action advice should be low-risk, optional, and non-prescriptive."
B5-DOMAIN_BANDS-0015,domain_bands,P1,quality_warning_spread,content_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/content_asset_candidates.jsonl,23,candidate_content_domain_bands_content_thickening_n_mid_v0_1,,domain_deep_dive.N.mid,,body_zh,情绪性处在中间区间时，你的压力反应很依赖具体处境。对可控的小问题，你可能处理得很稳；当事情涉及评价、关系、健康、未来不确定或睡眠不足时，情绪波动会更明显。学习和工作中，你可能在普通任务里稳定，在高 stakes 场景中更...,Quality warnings should be conditional and not spread into normal-result copy.
B5-DOMAIN_BANDS-0016,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,1,candidate_content_domain_bands_content_thickening_o_very_low_v0_1,candidate_domain_bands_content_thickening_o_very_low_selector_v0_1,trait_deep_dive.domain_band.O.very_low,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0017,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,2,candidate_content_domain_bands_content_thickening_o_low_v0_1,candidate_domain_bands_content_thickening_o_low_selector_v0_1,trait_deep_dive.domain_band.O.low,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0018,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,3,candidate_content_domain_bands_content_thickening_o_mid_v0_1,candidate_domain_bands_content_thickening_o_mid_selector_v0_1,trait_deep_dive.domain_band.O.mid,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0019,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,4,candidate_content_domain_bands_content_thickening_o_high_v0_1,candidate_domain_bands_content_thickening_o_high_selector_v0_1,trait_deep_dive.domain_band.O.high,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0020,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,5,candidate_content_domain_bands_content_thickening_o_very_high_v0_1,candidate_domain_bands_content_thickening_o_very_high_selector_v0_1,trait_deep_dive.domain_band.O.very_high,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0021,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,6,candidate_content_domain_bands_content_thickening_c_very_low_v0_1,candidate_domain_bands_content_thickening_c_very_low_selector_v0_1,trait_deep_dive.domain_band.C.very_low,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0022,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,7,candidate_content_domain_bands_content_thickening_c_low_v0_1,candidate_domain_bands_content_thickening_c_low_selector_v0_1,trait_deep_dive.domain_band.C.low,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0023,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,8,candidate_content_domain_bands_content_thickening_c_mid_v0_1,candidate_domain_bands_content_thickening_c_mid_selector_v0_1,trait_deep_dive.domain_band.C.mid,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0024,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,9,candidate_content_domain_bands_content_thickening_c_high_v0_1,candidate_domain_bands_content_thickening_c_high_selector_v0_1,trait_deep_dive.domain_band.C.high,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0025,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,10,candidate_content_domain_bands_content_thickening_c_very_high_v0_1,candidate_domain_bands_content_thickening_c_very_high_selector_v0_1,trait_deep_dive.domain_band.C.very_high,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0026,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,11,candidate_content_domain_bands_content_thickening_e_very_low_v0_1,candidate_domain_bands_content_thickening_e_very_low_selector_v0_1,trait_deep_dive.domain_band.E.very_low,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0027,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,12,candidate_content_domain_bands_content_thickening_e_low_v0_1,candidate_domain_bands_content_thickening_e_low_selector_v0_1,trait_deep_dive.domain_band.E.low,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0028,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,13,candidate_content_domain_bands_content_thickening_e_mid_v0_1,candidate_domain_bands_content_thickening_e_mid_selector_v0_1,trait_deep_dive.domain_band.E.mid,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0029,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,14,candidate_content_domain_bands_content_thickening_e_high_v0_1,candidate_domain_bands_content_thickening_e_high_selector_v0_1,trait_deep_dive.domain_band.E.high,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0030,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,15,candidate_content_domain_bands_content_thickening_e_very_high_v0_1,candidate_domain_bands_content_thickening_e_very_high_selector_v0_1,trait_deep_dive.domain_band.E.very_high,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0031,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,16,candidate_content_domain_bands_content_thickening_a_very_low_v0_1,candidate_domain_bands_content_thickening_a_very_low_selector_v0_1,trait_deep_dive.domain_band.A.very_low,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0032,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,17,candidate_content_domain_bands_content_thickening_a_low_v0_1,candidate_domain_bands_content_thickening_a_low_selector_v0_1,trait_deep_dive.domain_band.A.low,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0033,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,18,candidate_content_domain_bands_content_thickening_a_mid_v0_1,candidate_domain_bands_content_thickening_a_mid_selector_v0_1,trait_deep_dive.domain_band.A.mid,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0034,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,19,candidate_content_domain_bands_content_thickening_a_high_v0_1,candidate_domain_bands_content_thickening_a_high_selector_v0_1,trait_deep_dive.domain_band.A.high,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0035,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,20,candidate_content_domain_bands_content_thickening_a_very_high_v0_1,candidate_domain_bands_content_thickening_a_very_high_selector_v0_1,trait_deep_dive.domain_band.A.very_high,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0036,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,21,candidate_content_domain_bands_content_thickening_n_very_low_v0_1,candidate_domain_bands_content_thickening_n_very_low_selector_v0_1,trait_deep_dive.domain_band.N.very_low,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0037,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,22,candidate_content_domain_bands_content_thickening_n_low_v0_1,candidate_domain_bands_content_thickening_n_low_selector_v0_1,trait_deep_dive.domain_band.N.low,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0038,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,23,candidate_content_domain_bands_content_thickening_n_mid_v0_1,candidate_domain_bands_content_thickening_n_mid_selector_v0_1,trait_deep_dive.domain_band.N.mid,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0039,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,24,candidate_content_domain_bands_content_thickening_n_high_v0_1,candidate_domain_bands_content_thickening_n_high_selector_v0_1,trait_deep_dive.domain_band.N.high,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-DOMAIN_BANDS-0040,domain_bands,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/domain_bands_revised_v0_3_normalized/selector_asset_candidates.jsonl,25,candidate_content_domain_bands_content_thickening_n_very_high_v0_1,candidate_domain_bands_content_thickening_n_very_high_selector_v0_1,trait_deep_dive.domain_band.N.very_high,domain_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-FACETS_30-0041,facets_30,P2,ai_tone_marker,content_asset,content_assets/big5/result_page_v2/agent_runs/facets_30_revised_v0_4_normalized/content_asset_candidates.jsonl,1,candidate_content_facet_content_thickening_o1_v0_1,,facet_details.o1.high_low_mismatch,,body_zh,想象力关注的是你是否容易在现实之外先做一轮“内在试演”：把尚未发生的情节、方案或关系变化在脑中展开。它属于开放性，但不等于创意高低；更像你靠近未知时，是否会先用画面、假设和可能性来理解。它在写作、方案构思、学习迁移和关系...,Remove generic AI/report-template phrasing where user-visible.
B5-FACETS_30-0042,facets_30,P1,overprescriptive_action,content_asset,content_assets/big5/result_page_v2/agent_runs/facets_30_revised_v0_4_normalized/content_asset_candidates.jsonl,5,candidate_content_facet_content_thickening_o5_v0_1,,facet_details.o5.high_low_mismatch,,body_zh,思辨兴趣不是“聪不聪明”的判断，而是你是否愿意追问一个问题背后的概念、逻辑和结构。它属于开放性，因为它让你不急着接受现成解释，而是想知道“为什么这样成立”。在学习、研究、策略判断和复杂沟通中，这项特质能帮助你看见深层原因...,"Action advice should be low-risk, optional, and non-prescriptive."
B5-FACETS_30-0043,facets_30,P1,percentile_rank_precision,content_asset,content_assets/big5/result_page_v2/agent_runs/facets_30_revised_v0_4_normalized/content_asset_candidates.jsonl,10,candidate_content_facet_content_thickening_c4_v0_1,,facet_details.c4.high_low_mismatch,,body_zh,成就追求关注你是否愿意为了目标持续投入，并把成果、进步和表现看得重要。它属于尽责性中更有驱动力的一面：不是能不能做，而是愿不愿意长期朝一个标准靠近。在学习和工作里，它会影响你是否愿意长期追目标、接受标准和反复打磨；在压力...,Percentile/norm wording must avoid exact rank implications.
B5-FACETS_30-0044,facets_30,P1,overprescriptive_action,content_asset,content_assets/big5/result_page_v2/agent_runs/facets_30_revised_v0_4_normalized/content_asset_candidates.jsonl,24,candidate_content_facet_content_thickening_a6_v0_1,,facet_details.a6.high_low_mismatch,,body_zh,共情反应关注你是否容易感受到他人的处境、痛苦、尴尬或需要。它属于宜人性中最有情感温度的一项。在关系和协作里，它会影响你是否容易感到他人的难处；在冲突中，也会影响你先理解情绪还是先处理问题。高一些时，你能让关系更柔软，也更...,"Action advice should be low-risk, optional, and non-prescriptive."
B5-FACETS_30-0045,facets_30,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/facets_30_revised_v0_4_normalized/selector_asset_candidates.jsonl,1,candidate_content_facet_content_thickening_o1_v0_1,candidate_facet_content_thickening_o1_selector_v0_1,facet_reframe.o1.high_low_mismatch,facet_pattern_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-FACETS_30-0046,facets_30,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/facets_30_revised_v0_4_normalized/selector_asset_candidates.jsonl,2,candidate_content_facet_content_thickening_o2_v0_1,candidate_facet_content_thickening_o2_selector_v0_1,facet_reframe.o2.high_low_mismatch,facet_pattern_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-FACETS_30-0047,facets_30,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/facets_30_revised_v0_4_normalized/selector_asset_candidates.jsonl,3,candidate_content_facet_content_thickening_o3_v0_1,candidate_facet_content_thickening_o3_selector_v0_1,facet_reframe.o3.high_low_mismatch,facet_pattern_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-FACETS_30-0048,facets_30,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/facets_30_revised_v0_4_normalized/selector_asset_candidates.jsonl,4,candidate_content_facet_content_thickening_o4_v0_1,candidate_facet_content_thickening_o4_selector_v0_1,facet_reframe.o4.high_low_mismatch,facet_pattern_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-FACETS_30-0049,facets_30,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/facets_30_revised_v0_4_normalized/selector_asset_candidates.jsonl,5,candidate_content_facet_content_thickening_o5_v0_1,candidate_facet_content_thickening_o5_selector_v0_1,facet_reframe.o5.high_low_mismatch,facet_pattern_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-FACETS_30-0050,facets_30,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/facets_30_revised_v0_4_normalized/selector_asset_candidates.jsonl,6,candidate_content_facet_content_thickening_o6_v0_1,candidate_facet_content_thickening_o6_selector_v0_1,facet_reframe.o6.high_low_mismatch,facet_pattern_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
B5-FACETS_30-0051,facets_30,P0,selector_public_payload_runtime_flags,selector_asset,content_assets/big5/result_page_v2/agent_runs/facets_30_revised_v0_4_normalized/selector_asset_candidates.jsonl,7,candidate_content_facet_content_thickening_c1_v0_1,candidate_facet_content_thickening_c1_selector_v0_1,facet_reframe.c1.high_low_mismatch,facet_pattern_registry,public_payload,"public_payload contains runtime_use,production_use_allowed,ready_for_pilot",Keep selector public payload reader-safe: candidate ref/title/summary only; move runtime flags to provenance/replacement_policy/internal metadata.
