asset_id,asset_key,asset_version,asset_type,asset_layer,coupling_key,coupling_group,involved_traits,involved_bands,module_key,section_key,slot_key,copy_role,reading_mode,title_zh,summary_zh,body_zh,short_body_zh,benefit_zh,cost_zh,common_misread_zh,action_zh,dedupe_group,selection_priority,selection_specificity,fallback_allowed,render_surface,qa_status,ready_for_pilot,runtime_use,production_use_allowed
b5c2-03-04,big5_content_2_e_low_x_c_low_coupling_action_strategy_v0_1,v0_1,coupling,L4_coupling,e_low_x_c_low,低外向 × 低尽责,"[{""trait"":""E"",""trait_label_zh"":""外向性""},{""trait"":""C"",""trait_label_zh"":""尽责性""}]","{""E"":{""internal_band"":""low"",""display_band_label"":""明显偏低""},""C"":{""internal_band"":""low"",""display_band_label"":""偏低""}}",module_04_coupling,core_portrait,primary_coupling.action_strategy,user_visible_body,"[""standard"",""deep""]",低外向 × 低尽责｜低风险策略,把低外向 × 低尽责转成低风险行动。,使用低外向 × 低尽责时，低风险策略是先降低内部反应和外部动作之间的落差。把任务改成短启动、可见反馈和低噪声推进，而不是要求自己突然长期高能。这不是要求你改变整套性格，而是给这组动力一个更清楚的出口。具体做法可以保持很小：先写一句判断、先设一个 20 分钟入口、先说半句边界、先离开高刺激环境十分钟。关键是把组合动力从自动反应，转成可以选择的下一步。如果下一步仍然太大，就只保留一个可验证的小动作，让反馈重新进入系统。 阅读时，可以把它理解为一组情境线索：什么时候被点亮、什么时候带来消耗、什么时候需要换一种更低风险的出口。,低外向 × 低尽责的重点是把自动反应转成小步选择。,它让你不容易被热闹和表面进度带着跑，也能保留自主筛选。,代价是进入慢、反馈弱时更容易掉速，任务容易卡在知道该做但迟迟没有启动。,常被误读为懒或不在乎，其实问题更像启动机制与反馈机制没有被搭起来。,把任务改成短启动、可见反馈和低噪声推进，而不是要求自己突然长期高能。,big5.coupling.e_low_x_c_low.coupling_action_strategy,95,87,False,"[""result_page"",""pdf""]",asset_review_ready,False,staging_only,False
b5c2-03-05,big5_content_2_e_low_x_c_low_coupling_scenario_bridge_v0_1,v0_1,coupling,L4_coupling,e_low_x_c_low,低外向 × 低尽责,"[{""trait"":""E"",""trait_label_zh"":""外向性""},{""trait"":""C"",""trait_label_zh"":""尽责性""}]","{""E"":{""internal_band"":""low"",""display_band_label"":""明显偏低""},""C"":{""internal_band"":""low"",""display_band_label"":""偏低""}}",module_04_coupling,core_portrait,primary_coupling.scenario_bridge,user_visible_body,"[""standard"",""deep""]",低外向 × 低尽责｜场景入口,决定低外向 × 低尽责优先进入哪些场景。,低外向 × 低尽责最适合优先进入工作、个人成长场景。选择场景时，不要只看哪个维度最高，而要看这组组合最容易在哪里产生实际影响。如果它主要带来推进问题，就先放进工作；如果主要带来表达和边界问题，就先放进关系；如果主要带来高负荷和恢复问题，就先放进压力恢复；如果它影响长期自我使用方式，就进入个人成长。这段解释的作用是把动力放到最有用的位置，而不是把所有建议平均摊开。场景只决定阅读入口，不改变分数含义，也不替代完整报告判断。 阅读时，可以把它理解为一组情境线索：什么时候被点亮、什么时候带来消耗、什么时候需要换一种更低风险的出口。,低外向 × 低尽责用于决定优先进入工作、关系、压力或成长场景。,它让你不容易被热闹和表面进度带着跑，也能保留自主筛选。,代价是进入慢、反馈弱时更容易掉速，任务容易卡在知道该做但迟迟没有启动。,常被误读为懒或不在乎，其实问题更像启动机制与反馈机制没有被搭起来。,把任务改成短启动、可见反馈和低噪声推进，而不是要求自己突然长期高能。,big5.coupling.e_low_x_c_low.coupling_scenario_bridge,95,85,False,"[""result_page"",""pdf""]",asset_review_ready,False,staging_only,False
b5c2-04-01,big5_content_2_c_low_x_n_high_coupling_core_explanation_v0_1,v0_1,coupling,L4_coupling,c_low_x_n_high,低尽责 × 高情绪,"[{""trait"":""C"",""trait_label_zh"":""尽责性""},{""trait"":""N"",""trait_label_zh"":""情绪性""}]","{""C"":{""internal_band"":""low"",""display_band_label"":""偏低""},""N"":{""internal_band"":""high"",""display_band_label"":""中高""}}",module_04_coupling,core_portrait,primary_coupling.core_explanation,user_visible_body,"[""standard"",""deep""]",低尽责 × 高情绪｜核心动力,说明低尽责 × 高情绪如何形成核心动力。,低尽责 × 高情绪的关键，不是把两个分数并排读，而是看它们怎样一起推动你的进入方式。低尽责让持续推进依赖意义、路径和反馈，高情绪让模糊、拖延和未完成更容易带来心理负荷。因此，这组组合更像一套内部动力：一边提供判断和能量，一边也要求更清楚的边界与节奏。它适合放在核心画像里解释主轴，因为它能说明你为什么在某些场景里很快有反应、很快看见问题，又为什么不一定会用最直接或最稳定的方式把反应带出去。这条内容只描述连续维度的互动方式，用于帮助理解当下倾向，不把组合写成固定身份。,低尽责 × 高情绪说明两个维度如何一起影响进入、判断和消耗。,它让你能很快觉察任务系统哪里不清楚，也不容易盲目硬推。,代价是越不清楚越焦虑，越焦虑越难启动，最后把动力问题误读成意志问题。,常被误读为不够自律或抗压弱，其实更像低反馈任务和高体感预警互相放大。,先定义下一步和反馈点，降低任务入口，而不是在完整计划出现前持续自责。,big5.coupling.c_low_x_n_high.coupling_core_explanation,95,97,False,"[""result_page"",""pdf""]",asset_review_ready,False,staging_only,False
b5c2-04-02,big5_content_2_c_low_x_n_high_coupling_benefit_cost_v0_1,v0_1,coupling,L4_coupling,c_low_x_n_high,低尽责 × 高情绪,"[{""trait"":""C"",""trait_label_zh"":""尽责性""},{""trait"":""N"",""trait_label_zh"":""情绪性""}]","{""C"":{""internal_band"":""low"",""display_band_label"":""偏低""},""N"":{""internal_band"":""high"",""display_band_label"":""中高""}}",module_04_coupling,core_portrait,primary_coupling.benefit_cost,user_visible_body,"[""standard"",""deep""]",低尽责 × 高情绪｜优势与代价,拆解低尽责 × 高情绪的优势与代价。,低尽责 × 高情绪最有价值的部分，是它能把单一维度解释不到的现实表现说清楚。它让你能很快觉察任务系统哪里不清楚，也不容易盲目硬推。这种结构通常不是只有优点，也不是只有问题；它的代价在于：代价是越不清楚越焦虑，越焦虑越难启动，最后把动力问题误读成意志问题。所以这段解释不能被写成固定结论，而应该帮助你看见一组可调整的工作方式。当环境支持这组动力时，它会成为优势；当环境长期模糊、低反馈或高摩擦时，它也会放大消耗。更好的使用方式，是保留它带来的能力，同时提前为代价设置出口。,低尽责 × 高情绪既有优势，也有需要管理的代价。,它让你能很快觉察任务系统哪里不清楚，也不容易盲目硬推。,代价是越不清楚越焦虑，越焦虑越难启动，最后把动力问题误读成意志问题。,常被误读为不够自律或抗压弱，其实更像低反馈任务和高体感预警互相放大。,先定义下一步和反馈点，降低任务入口，而不是在完整计划出现前持续自责。,big5.coupling.c_low_x_n_high.coupling_benefit_cost,95,93,False,"[""result_page"",""pdf""]",asset_review_ready,False,staging_only,False
b5c2-04-03,big5_content_2_c_low_x_n_high_coupling_common_misread_v0_1,v0_1,coupling,L4_coupling,c_low_x_n_high,低尽责 × 高情绪,"[{""trait"":""C"",""trait_label_zh"":""尽责性""},{""trait"":""N"",""trait_label_zh"":""情绪性""}]","{""C"":{""internal_band"":""low"",""display_band_label"":""偏低""},""N"":{""internal_band"":""high"",""display_band_label"":""中高""}}",module_04_coupling,core_portrait,primary_coupling.common_misread,user_visible_body,"[""standard"",""deep""]",低尽责 × 高情绪｜常见误读,澄清低尽责 × 高情绪常见误读。,低尽责 × 高情绪最容易被误解的地方，是别人只看见外层表现，却没看见背后的组合动力。常被误读为不够自律或抗压弱，其实更像低反馈任务和高体感预警互相放大。这种误读会让你把自己简单归因为不够好，或让他人只用一个标签解释你。更稳妥的读法是：先问这组维度在什么情境下被激活，再看它带来的保护、判断、进入和消耗。这样既能保留真实反馈，也能避免把一段状态误写成不可改变的身份。当误读出现时，优先解释触发条件和使用方式，而不是急着证明对错。 阅读时，可以把它理解为一组情境线索：什么时候被点亮、什么时候带来消耗、什么时候需要换一种更低风险的出口。,低尽责 × 高情绪不应被读成固定标签，而要看情境触发。,它让你能很快觉察任务系统哪里不清楚，也不容易盲目硬推。,代价是越不清楚越焦虑，越焦虑越难启动，最后把动力问题误读成意志问题。,常被误读为不够自律或抗压弱，其实更像低反馈任务和高体感预警互相放大。,先定义下一步和反馈点，降低任务入口，而不是在完整计划出现前持续自责。,big5.coupling.c_low_x_n_high.coupling_common_misread,95,89,False,"[""result_page"",""pdf""]",asset_review_ready,False,staging_only,False
b5c2-04-04,big5_content_2_c_low_x_n_high_coupling_action_strategy_v0_1,v0_1,coupling,L4_coupling,c_low_x_n_high,低尽责 × 高情绪,"[{""trait"":""C"",""trait_label_zh"":""尽责性""},{""trait"":""N"",""trait_label_zh"":""情绪性""}]","{""C"":{""internal_band"":""low"",""display_band_label"":""偏低""},""N"":{""internal_band"":""high"",""display_band_label"":""中高""}}",module_04_coupling,core_portrait,primary_coupling.action_strategy,user_visible_body,"[""standard"",""deep""]",低尽责 × 高情绪｜低风险策略,把低尽责 × 高情绪转成低风险行动。,使用低尽责 × 高情绪时，低风险策略是先降低内部反应和外部动作之间的落差。先定义下一步和反馈点，降低任务入口，而不是在完整计划出现前持续自责。这不是要求你改变整套性格，而是给这组动力一个更清楚的出口。具体做法可以保持很小：先写一句判断、先设一个 20 分钟入口、先说半句边界、先离开高刺激环境十分钟。关键是把组合动力从自动反应，转成可以选择的下一步。如果下一步仍然太大，就只保留一个可验证的小动作，让反馈重新进入系统。 阅读时，可以把它理解为一组情境线索：什么时候被点亮、什么时候带来消耗、什么时候需要换一种更低风险的出口。,低尽责 × 高情绪的重点是把自动反应转成小步选择。,它让你能很快觉察任务系统哪里不清楚，也不容易盲目硬推。,代价是越不清楚越焦虑，越焦虑越难启动，最后把动力问题误读成意志问题。,常被误读为不够自律或抗压弱，其实更像低反馈任务和高体感预警互相放大。,先定义下一步和反馈点，降低任务入口，而不是在完整计划出现前持续自责。,big5.coupling.c_low_x_n_high.coupling_action_strategy,95,87,False,"[""result_page"",""pdf""]",asset_review_ready,False,staging_only,False
b5c2-04-05,big5_content_2_c_low_x_n_high_coupling_scenario_bridge_v0_1,v0_1,coupling,L4_coupling,c_low_x_n_high,低尽责 × 高情绪,"[{""trait"":""C"",""trait_label_zh"":""尽责性""},{""trait"":""N"",""trait_label_zh"":""情绪性""}]","{""C"":{""internal_band"":""low"",""display_band_label"":""偏低""},""N"":{""internal_band"":""high"",""display_band_label"":""中高""}}",module_04_coupling,core_portrait,primary_coupling.scenario_bridge,user_visible_body,"[""standard"",""deep""]",低尽责 × 高情绪｜场景入口,决定低尽责 × 高情绪优先进入哪些场景。,低尽责 × 高情绪最适合优先进入工作、压力恢复场景。选择场景时，不要只看哪个维度最高，而要看这组组合最容易在哪里产生实际影响。如果它主要带来推进问题，就先放进工作；如果主要带来表达和边界问题，就先放进关系；如果主要带来高负荷和恢复问题，就先放进压力恢复；如果它影响长期自我使用方式，就进入个人成长。这段解释的作用是把动力放到最有用的位置，而不是把所有建议平均摊开。场景只决定阅读入口，不改变分数含义，也不替代完整报告判断。 阅读时，可以把它理解为一组情境线索：什么时候被点亮、什么时候带来消耗、什么时候需要换一种更低风险的出口。,低尽责 × 高情绪用于决定优先进入工作、关系、压力或成长场景。,它让你能很快觉察任务系统哪里不清楚，也不容易盲目硬推。,代价是越不清楚越焦虑，越焦虑越难启动，最后把动力问题误读成意志问题。,常被误读为不够自律或抗压弱，其实更像低反馈任务和高体感预警互相放大。,先定义下一步和反馈点，降低任务入口，而不是在完整计划出现前持续自责。,big5.coupling.c_low_x_n_high.coupling_scenario_bridge,95,85,False,"[""result_page"",""pdf""]",asset_review_ready,False,staging_only,False
b5c2-05-01,big5_content_2_a_mid_x_n_high_coupling_core_explanation_v0_1,v0_1,coupling,L4_coupling,a_mid_x_n_high,中位宜人 × 高情绪,"[{""trait"":""A"",""trait_label_zh"":""宜人性""},{""trait"":""N"",""trait_label_zh"":""情绪性""}]","{""A"":{""internal_band"":""mid"",""display_band_label"":""中位略高""},""N"":{""internal_band"":""high"",""display_band_label"":""中高""}}",module_04_coupling,core_portrait,primary_coupling.core_explanation,user_visible_body,"[""standard"",""deep""]",中位宜人 × 高情绪｜核心动力,说明中位宜人 × 高情绪如何形成核心动力。,中位宜人 × 高情绪的关键，不是把两个分数并排读，而是看它们怎样一起推动你的进入方式。中位宜人让你能合作也保留边界，高情绪让关系张力、误解和责任漂移更早进入体感。因此，这组组合更像一套内部动力：一边提供判断和能量，一边也要求更清楚的边界与节奏。它适合放在核心画像里解释主轴，因为它能说明你为什么在某些场景里很快有反应、很快看见问题，又为什么不一定会用最直接或最稳定的方式把反应带出去。这条内容只描述连续维度的互动方式，用于帮助理解当下倾向，不把组合写成固定身份。,中位宜人 × 高情绪说明两个维度如何一起影响进入、判断和消耗。,它让你既能理解别人，也不容易长期无条件迎合。,代价是你可能先忍、先观察，等负荷累积后才明显后退或切断。,常被误读为忽冷忽热，其实是合作意愿和自我保护在寻找可承受边界。,不要等到完全耗尽才表达，先在不舒服刚出现时说一半。,big5.coupling.a_mid_x_n_high.coupling_core_explanation,95,97,False,"[""result_page"",""pdf""]",asset_review_ready,False,staging_only,False
b5c2-05-02,big5_content_2_a_mid_x_n_high_coupling_benefit_cost_v0_1,v0_1,coupling,L4_coupling,a_mid_x_n_high,中位宜人 × 高情绪,"[{""trait"":""A"",""trait_label_zh"":""宜人性""},{""trait"":""N"",""trait_label_zh"":""情绪性""}]","{""A"":{""internal_band"":""mid"",""display_band_label"":""中位略高""},""N"":{""internal_band"":""high"",""display_band_label"":""中高""}}",module_04_coupling,core_portrait,primary_coupling.benefit_cost,user_visible_body,"[""standard"",""deep""]",中位宜人 × 高情绪｜优势与代价,拆解中位宜人 × 高情绪的优势与代价。,中位宜人 × 高情绪最有价值的部分，是它能把单一维度解释不到的现实表现说清楚。它让你既能理解别人，也不容易长期无条件迎合。这种结构通常不是只有优点，也不是只有问题；它的代价在于：代价是你可能先忍、先观察，等负荷累积后才明显后退或切断。所以这段解释不能被写成固定结论，而应该帮助你看见一组可调整的工作方式。当环境支持这组动力时，它会成为优势；当环境长期模糊、低反馈或高摩擦时，它也会放大消耗。更好的使用方式，是保留它带来的能力，同时提前为代价设置出口。,中位宜人 × 高情绪既有优势，也有需要管理的代价。,它让你既能理解别人，也不容易长期无条件迎合。,代价是你可能先忍、先观察，等负荷累积后才明显后退或切断。,常被误读为忽冷忽热，其实是合作意愿和自我保护在寻找可承受边界。,不要等到完全耗尽才表达，先在不舒服刚出现时说一半。,big5.coupling.a_mid_x_n_high.coupling_benefit_cost,95,93,False,"[""result_page"",""pdf""]",asset_review_ready,False,staging_only,False
b5c2-05-03,big5_content_2_a_mid_x_n_high_coupling_common_misread_v0_1,v0_1,coupling,L4_coupling,a_mid_x_n_high,中位宜人 × 高情绪,"[{""trait"":""A"",""trait_label_zh"":""宜人性""},{""trait"":""N"",""trait_label_zh"":""情绪性""}]","{""A"":{""internal_band"":""mid"",""display_band_label"":""中位略高""},""N"":{""internal_band"":""high"",""display_band_label"":""中高""}}",module_04_coupling,core_portrait,primary_coupling.common_misread,user_visible_body,"[""standard"",""deep""]",中位宜人 × 高情绪｜常见误读,澄清中位宜人 × 高情绪常见误读。,中位宜人 × 高情绪最容易被误解的地方，是别人只看见外层表现，却没看见背后的组合动力。常被误读为忽冷忽热，其实是合作意愿和自我保护在寻找可承受边界。这种误读会让你把自己简单归因为不够好，或让他人只用一个标签解释你。更稳妥的读法是：先问这组维度在什么情境下被激活，再看它带来的保护、判断、进入和消耗。这样既能保留真实反馈，也能避免把一段状态误写成不可改变的身份。当误读出现时，优先解释触发条件和使用方式，而不是急着证明对错。 阅读时，可以把它理解为一组情境线索：什么时候被点亮、什么时候带来消耗、什么时候需要换一种更低风险的出口。,中位宜人 × 高情绪不应被读成固定标签，而要看情境触发。,它让你既能理解别人，也不容易长期无条件迎合。,代价是你可能先忍、先观察，等负荷累积后才明显后退或切断。,常被误读为忽冷忽热，其实是合作意愿和自我保护在寻找可承受边界。,不要等到完全耗尽才表达，先在不舒服刚出现时说一半。,big5.coupling.a_mid_x_n_high.coupling_common_misread,95,89,False,"[""result_page"",""pdf""]",asset_review_ready,False,staging_only,False
b5c2-05-04,big5_content_2_a_mid_x_n_high_coupling_action_strategy_v0_1,v0_1,coupling,L4_coupling,a_mid_x_n_high,中位宜人 × 高情绪,"[{""trait"":""A"",""trait_label_zh"":""宜人性""},{""trait"":""N"",""trait_label_zh"":""情绪性""}]","{""A"":{""internal_band"":""mid"",""display_band_label"":""中位略高""},""N"":{""internal_band"":""high"",""display_band_label"":""中高""}}",module_04_coupling,core_portrait,primary_coupling.action_strategy,user_visible_body,"[""standard"",""deep""]",中位宜人 × 高情绪｜低风险策略,把中位宜人 × 高情绪转成低风险行动。,使用中位宜人 × 高情绪时，低风险策略是先降低内部反应和外部动作之间的落差。不要等到完全耗尽才表达，先在不舒服刚出现时说一半。这不是要求你改变整套性格，而是给这组动力一个更清楚的出口。具体做法可以保持很小：先写一句判断、先设一个 20 分钟入口、先说半句边界、先离开高刺激环境十分钟。关键是把组合动力从自动反应，转成可以选择的下一步。如果下一步仍然太大，就只保留一个可验证的小动作，让反馈重新进入系统。 阅读时，可以把它理解为一组情境线索：什么时候被点亮、什么时候带来消耗、什么时候需要换一种更低风险的出口。,中位宜人 × 高情绪的重点是把自动反应转成小步选择。,它让你既能理解别人，也不容易长期无条件迎合。,代价是你可能先忍、先观察，等负荷累积后才明显后退或切断。,常被误读为忽冷忽热，其实是合作意愿和自我保护在寻找可承受边界。,不要等到完全耗尽才表达，先在不舒服刚出现时说一半。,big5.coupling.a_mid_x_n_high.coupling_action_strategy,95,87,False,"[""result_page"",""pdf""]",asset_review_ready,False,staging_only,False
b5c2-05-05,big5_content_2_a_mid_x_n_high_coupling_scenario_bridge_v0_1,v0_1,coupling,L4_coupling,a_mid_x_n_high,中位宜人 × 高情绪,"[{""trait"":""A"",""trait_label_zh"":""宜人性""},{""trait"":""N"",""trait_label_zh"":""情绪性""}]","{""A"":{""internal_band"":""mid"",""display_band_label"":""中位略高""},""N"":{""internal_band"":""high"",""display_band_label"":""中高""}}",module_04_coupling,core_portrait,primary_coupling.scenario_bridge,user_visible_body,"[""standard"",""deep""]",中位宜人 × 高情绪｜场景入口,决定中位宜人 × 高情绪优先进入哪些场景。,中位宜人 × 高情绪最适合优先进入关系、个人成长场景。选择场景时，不要只看哪个维度最高，而要看这组组合最容易在哪里产生实际影响。如果它主要带来推进问题，就先放进工作；如果主要带来表达和边界问题，就先放进关系；如果主要带来高负荷和恢复问题，就先放进压力恢复；如果它影响长期自我使用方式，就进入个人成长。这段解释的作用是把动力放到最有用的位置，而不是把所有建议平均摊开。场景只决定阅读入口，不改变分数含义，也不替代完整报告判断。 阅读时，可以把它理解为一组情境线索：什么时候被点亮、什么时候带来消耗、什么时候需要换一种更低风险的出口。,中位宜人 × 高情绪用于决定优先进入工作、关系、压力或成长场景。,它让你既能理解别人，也不容易长期无条件迎合。,代价是你可能先忍、先观察，等负荷累积后才明显后退或切断。,常被误读为忽冷忽热，其实是合作意愿和自我保护在寻找可承受边界。,不要等到完全耗尽才表达，先在不舒服刚出现时说一半。,big5.coupling.a_mid_x_n_high.coupling_scenario_bridge,95,85,False,"[""result_page"",""pdf""]",asset_review_ready,False,staging_only,False
b5c2-06-01,big5_content_2_o_high_x_c_low_coupling_core_explanation_v0_1,v0_1,coupling,L4_coupling,o_high_x_c_low,高开放 × 低尽责,"[{""trait"":""O"",""trait_label_zh"":""开放性""},{""trait"":""C"",""trait_label_zh"":""尽责性""}]","{""O"":{""internal_band"":""high"",""display_band_label"":""偏高""},""C"":{""internal_band"":""low"",""display_band_label"":""偏低""}}",module_04_coupling,core_portrait,primary_coupling.core_explanation,user_visible_body,"[""standard"",""deep""]",高开放 × 低尽责｜核心动力,说明高开放 × 低尽责如何形成核心动力。,高开放 × 低尽责的关键，不是把两个分数并排读，而是看它们怎样一起推动你的进入方式。高开放带来复杂理解、概念联想和多路径思考，低尽责让这些想法不一定自然落成稳定执行。因此，这组组合更像一套内部动力：一边提供判断和能量，一边也要求更清楚的边界与节奏。它适合放在核心画像里解释主轴，因为它能说明你为什么在某些场景里很快有反应、很快看见问题，又为什么不一定会用最直接或最稳定的方式把反应带出去。这条内容只描述连续维度的互动方式，用于帮助理解当下倾向，不把组合写成固定身份。,高开放 × 低尽责说明两个维度如何一起影响进入、判断和消耗。,它让你能看到别人忽略的可能性，并在复杂问题里提出更有解释力的视角。,代价是想法很多、路径很多，但收束、排序和持续推进容易变成瓶颈。,常被误读为想法飘或执行差，其实更准确地说是探索系统强于收口系统。,每次只把一个想法转成下一步实验，并设置短周期反馈。,big5.coupling.o_high_x_c_low.coupling_core_explanation,80,92,False,"[""result_page"",""pdf""]",asset_review_ready,False,staging_only,False
b5c2-06-02,big5_content_2_o_high_x_c_low_coupling_benefit_cost_v0_1,v0_1,coupling,L4_coupling,o_high_x_c_low,高开放 × 低尽责,"[{""trait"":""O"",""trait_label_zh"":""开放性""},{""trait"":""C"",""trait_label_zh"":""尽责性""}]","{""O"":{""internal_band"":""high"",""display_band_label"":""偏高""},""C"":{""internal_band"":""low"",""display_band_label"":""偏低""}}",module_04_coupling,core_portrait,primary_coupling.benefit_cost,user_visible_body,"[""standard"",""deep""]",高开放 × 低尽责｜优势与代价,拆解高开放 × 低尽责的优势与代价。,高开放 × 低尽责最有价值的部分，是它能把单一维度解释不到的现实表现说清楚。它让你能看到别人忽略的可能性，并在复杂问题里提出更有解释力的视角。这种结构通常不是只有优点，也不是只有问题；它的代价在于：代价是想法很多、路径很多，但收束、排序和持续推进容易变成瓶颈。所以这段解释不能被写成固定结论，而应该帮助你看见一组可调整的工作方式。当环境支持这组动力时，它会成为优势；当环境长期模糊、低反馈或高摩擦时，它也会放大消耗。更好的使用方式，是保留它带来的能力，同时提前为代价设置出口。,高开放 × 低尽责既有优势，也有需要管理的代价。,它让你能看到别人忽略的可能性，并在复杂问题里提出更有解释力的视角。,代价是想法很多、路径很多，但收束、排序和持续推进容易变成瓶颈。,常被误读为想法飘或执行差，其实更准确地说是探索系统强于收口系统。,每次只把一个想法转成下一步实验，并设置短周期反馈。,big5.coupling.o_high_x_c_low.coupling_benefit_cost,80,88,False,"[""result_page"",""pdf""]",asset_review_ready,False,staging_only,False
b5c2-06-03,big5_content_2_o_high_x_c_low_coupling_common_misread_v0_1,v0_1,coupling,L4_coupling,o_high_x_c_low,高开放 × 低尽责,"[{""trait"":""O"",""trait_label_zh"":""开放性""},{""trait"":""C"",""trait_label_zh"":""尽责性""}]","{""O"":{""internal_band"":""high"",""display_band_label"":""偏高""},""C"":{""internal_band"":""low"",""display_band_label"":""偏低""}}",module_04_coupling,core_portrait,primary_coupling.common_misread,user_visible_body,"[""standard"",""deep""]",高开放 × 低尽责｜常见误读,澄清高开放 × 低尽责常见误读。,高开放 × 低尽责最容易被误解的地方，是别人只看见外层表现，却没看见背后的组合动力。常被误读为想法飘或执行差，其实更准确地说是探索系统强于收口系统。这种误读会让你把自己简单归因为不够好，或让他人只用一个标签解释你。更稳妥的读法是：先问这组维度在什么情境下被激活，再看它带来的保护、判断、进入和消耗。这样既能保留真实反馈，也能避免把一段状态误写成不可改变的身份。当误读出现时，优先解释触发条件和使用方式，而不是急着证明对错。 阅读时，可以把它理解为一组情境线索：什么时候被点亮、什么时候带来消耗、什么时候需要换一种更低风险的出口。,高开放 × 低尽责不应被读成固定标签，而要看情境触发。,它让你能看到别人忽略的可能性，并在复杂问题里提出更有解释力的视角。,代价是想法很多、路径很多，但收束、排序和持续推进容易变成瓶颈。,常被误读为想法飘或执行差，其实更准确地说是探索系统强于收口系统。,每次只把一个想法转成下一步实验，并设置短周期反馈。,big5.coupling.o_high_x_c_low.coupling_common_misread,80,84,False,"[""result_page"",""pdf""]",asset_review_ready,False,staging_only,False
b5c2-06-04,big5_content_2_o_high_x_c_low_coupling_action_strategy_v0_1,v0_1,coupling,L4_coupling,o_high_x_c_low,高开放 × 低尽责,"[{""trait"":""O"",""trait_label_zh"":""开放性""},{""trait"":""C"",""trait_label_zh"":""尽责性""}]","{""O"":{""internal_band"":""high"",""display_band_label"":""偏高""},""C"":{""internal_band"":""low"",""display_band_label"":""偏低""}}",module_04_coupling,core_portrait,primary_coupling.action_strategy,user_visible_body,"[""standard"",""deep""]",高开放 × 低尽责｜低风险策略,把高开放 × 低尽责转成低风险行动。,使用高开放 × 低尽责时，低风险策略是先降低内部反应和外部动作之间的落差。每次只把一个想法转成下一步实验，并设置短周期反馈。这不是要求你改变整套性格，而是给这组动力一个更清楚的出口。具体做法可以保持很小：先写一句判断、先设一个 20 分钟入口、先说半句边界、先离开高刺激环境十分钟。关键是把组合动力从自动反应，转成可以选择的下一步。如果下一步仍然太大，就只保留一个可验证的小动作，让反馈重新进入系统。 阅读时，可以把它理解为一组情境线索：什么时候被点亮、什么时候带来消耗、什么时候需要换一种更低风险的出口。,高开放 × 低尽责的重点是把自动反应转成小步选择。,它让你能看到别人忽略的可能性，并在复杂问题里提出更有解释力的视角。,代价是想法很多、路径很多，但收束、排序和持续推进容易变成瓶颈。,常被误读为想法飘或执行差，其实更准确地说是探索系统强于收口系统。,每次只把一个想法转成下一步实验，并设置短周期反馈。,big5.coupling.o_high_x_c_low.coupling_action_strategy,80,82,False,"[""result_page"",""pdf""]",asset_review_ready,False,staging_only,False
b5c2-06-05,big5_content_2_o_high_x_c_low_coupling_scenario_bridge_v0_1,v0_1,coupling,L4_coupling,o_high_x_c_low,高开放 × 低尽责,"[{""trait"":""O"",""trait_label_zh"":""开放性""},{""trait"":""C"",""trait_label_zh"":""尽责性""}]","{""O"":{""internal_band"":""high"",""display_band_label"":""偏高""},""C"":{""internal_band"":""low"",""display_band_label"":""偏低""}}",module_04_coupling,core_portrait,primary_coupling.scenario_bridge,user_visible_body,"[""standard"",""deep""]",高开放 × 低尽责｜场景入口,决定高开放 × 低尽责优先进入哪些场景。,高开放 × 低尽责最适合优先进入工作、个人成长场景。选择场景时，不要只看哪个维度最高，而要看这组组合最容易在哪里产生实际影响。如果它主要带来推进问题，就先放进工作；如果主要带来表达和边界问题，就先放进关系；如果主要带来高负荷和恢复问题，就先放进压力恢复；如果它影响长期自我使用方式，就进入个人成长。这段解释的作用是把动力放到最有用的位置，而不是把所有建议平均摊开。场景只决定阅读入口，不改变分数含义，也不替代完整报告判断。 阅读时，可以把它理解为一组情境线索：什么时候被点亮、什么时候带来消耗、什么时候需要换一种更低风险的出口。,高开放 × 低尽责用于决定优先进入工作、关系、压力或成长场景。,它让你能看到别人忽略的可能性，并在复杂问题里提出更有解释力的视角。,代价是想法很多、路径很多，但收束、排序和持续推进容易变成瓶颈。,常被误读为想法飘或执行差，其实更准确地说是探索系统强于收口系统。,每次只把一个想法转成下一步实验，并设置短周期反馈。,big5.coupling.o_high_x_c_low.coupling_scenario_bridge,80,80,False,"[""result_page"",""pdf""]",asset_review_ready,False,staging_only,False
